id,nome,campeonatoId,arbitroId,rodada,data,horario,horarioInt,horas,periodo,estadio,casa,visitante,numAmarelos,numVermelhos
0,1 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,1,13/04/2024,18:30,1110,18,Noite,José Pinheiro Borda / Porto Alegre,0,1,9,1
1,2 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,1,14/04/2024,17:00,1020,17,Tarde,Magalhães Pinto / Belo Horizonte,2,3,7,2
2,3 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,2,1,14/04/2024,18:30,1110,18,Noite,Manoel Barradas / Salvador,4,5,8,0
3,4 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,1,13/04/2024,21:00,1260,21,Noite,Jornalista Mário Filho / Rio de Janeiro,6,7,8,0
4,5 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,4,1,14/04/2024,16:00,960,16,Tarde,São Januário / Rio de Janeiro,8,9,6,0
5,6 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,5,1,14/04/2024,16:00,960,16,Tarde,Arena Corinthians / Sao Paulo,10,11,15,0
6,7 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,6,1,13/04/2024,21:00,1260,21,Noite,Cícero Pompeu de Toledo / Sao Paulo,12,13,4,0
7,8 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,1,14/04/2024,16:00,960,16,Tarde,Ligga Arena / Curitiba,14,15,3,0
8,9 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,8,1,14/04/2024,16:00,960,16,Tarde,Serra Dourada / Goiania,16,17,8,3
9,10 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,1,13/04/2024,18:30,1110,18,Noite,Heriberto Hulse / Criciuma,18,19,10,0
10,11 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,2,17/04/2024,19:00,1140,19,Noite,Arena do Grêmio / Porto Alegre,9,14,4,0
11,12 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,11,2,17/04/2024,20:00,1200,20,Noite,ARENA MRV / Belo Horizonte,11,18,6,0
12,13 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,12,2,16/04/2024,21:30,1290,21,Noite,Octávio Mangabeira / Salvador,1,6,9,0
13,14 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,13,2,17/04/2024,21:30,1290,21,Noite,Jornalista Mário Filho / Rio de Janeiro,17,12,4,0
14,15 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,14,2,18/04/2024,21:30,1290,21,Noite,Nilton Santos / Rio de Janeiro,3,16,7,0
15,16 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,15,2,17/04/2024,20:00,1200,20,Noite,Arena Barueri / Barueri,5,0,7,0
16,17 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,2,17/04/2024,19:00,1140,19,Noite,Nabi Abi Chedid / Braganca Paulista,7,8,3,0
17,18 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,17,2,17/04/2024,20:00,1200,20,Noite,Governador Plácido Aderaldo Castelo / Fortaleza,13,2,4,1
18,19 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,18,2,05/06/2024,20:00,1200,20,Noite,Arena Pantanal / Cuiaba,15,4,7,0
19,20 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,19,2,17/04/2024,20:00,1200,20,Noite,Alfredo Jaconi / Caxias do Sul,19,10,3,1
20,21 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,3,20/04/2024,18:30,1110,18,Noite,Arena do Grêmio / Porto Alegre,9,15,6,0
21,22 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,20,3,20/04/2024,21:00,1260,21,Noite,ARENA MRV / Belo Horizonte,11,2,4,0
22,23 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,21,3,21/04/2024,16:00,960,16,Tarde,Manoel Barradas / Salvador,4,1,6,0
23,24 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,18,3,20/04/2024,16:00,960,16,Tarde,Jornalista Mário Filho / Rio de Janeiro,6,8,9,0
24,25 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,3,21/04/2024,18:30,1110,18,Noite,Nilton Santos / Rio de Janeiro,3,19,6,1
25,26 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,3,21/04/2024,16:00,960,16,Tarde,Allianz Parque / Sao Paulo,5,17,11,0
26,27 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,23,3,20/04/2024,18:30,1110,18,Noite,Nabi Abi Chedid / Braganca Paulista,7,10,7,0
27,28 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,24,3,21/04/2024,16:00,960,16,Tarde,Ligga Arena / Curitiba,14,0,9,1
28,29 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,2,3,21/04/2024,18:30,1110,18,Noite,Antônio Accioly / Goiania,16,12,4,2
