id,nome,cbf
80,Gabriel Vasconcelos Ferreira,1
81,Rodrigo Eduardo da Silva,34
82,Miguel Angel Trauco Saavedra,14
83,Bolasie Yala,11
84,Alex Paulo Menezes Santana,80
85,Jose Vitor Silva Neves,30
86,Gustavo Nunes Fernandes Gomes,39
87,Lucas Angel Esquivel,37
88,Rodrigo Fagundes de Freitas,3
89,Marcelo Hermes,22
90,Guilherme Antonio Arana Lopes,13
91,Higor Matheus Meritao,5
92,Alan Steven Franco Palma,23
93,Alisson Machado dos Santos,25
94,Caio Alexandre Sousa E Silva,19
95,Thaciano Mickael da Silva,16
96,Vinicius Moreira de Lima,45
97,Matheus Martinelli Lima,8
98,Everton Augusto de Barros Ribeiro,10
99,John Kennedy Batista de Souza,9
100,Alexsander Cristhian Gomes da Costa,5
101,Paulo Henrique Chagas de Lima,10
102,Everaldo Stum,9
103,Igor Vinicius de Souza,2
104,Fabricio Bruno Soares de Faria,15
105,Michel Daryl Araujo Villar,15
106,Luciano da Rocha Neves,10
107,Pedro Henrique Pereira da Silva,4
108,Lucas Halter,3
109,Francisco das Chagas Soares dos Santos,9
110,Rhaldney Norberto Simião Gomes,5
111,Luiz Felipe do Nascimento dos Santos,3
112,Bruno Nunes de Barros,2
113,Patrick de Paula Carreiro,8
114,Joao Miguel Barreto Martins,AT
115,Rafael Santos Borre Maury,19
116,Gabriel Ivan Mercado,25
117,Jose Manuel Alberto Lopez,42
118,Anibal Ismael Moreno,5
119,Wesley Ribeiro Silva,21
120,Rene Rodrigues Martins,6
121,Mateus Carvalho dos Santos,85
122,Vitor Hugo Naum dos Santos,28
123,Luan Candido de Almeida,36
124,Lucas Daniel Romero,29
125,Matheus Fellipe Costa Pereira,10
126,Pedro Augusto Borges da Costa,28
127,Renato Kayzer de Souza,79
128,Lucas Daniel Romero -,29
129,Wagner Leonardo Calvelo de Souza,4
130,Caio Vinicius da Conceicao,15
131,Lucas da Silva Izidoro,30
132,Railan Reis Ferreira,21
133,Luiz Adriano Souza da Silva,12
134,Willean Bernardo Willemen,97
135,Marllon Goncalves Jeronimo Borges,4
136,Caique de Jesus Goncalves,95
137,Rodrigo Garro,10
138,Jadson Alves dos Santos,16
139,Jadson Alves dos Santos -,16
140,Denilson Alves Borges,27
141,Fernando Pereira do Nascimento,88
142,Eduardo Santos Queiroz,37
143,Everton Galdino Moreira,13
144,Nathan Ribeiro Fernandes,32
145,Walter Kannemann,4
146,Joao Marcelo Messias Ferreira,43
147,Paulo Henrique Sampaio Filho,10
148,Lucas Silva Borges,16
149,Paolo Mauricio Lemos Merladett,4
150,Leonardo Naldi de Matos,5
151,Matheus Martins Fogaca de Paulo,30
152,Santiago Arias Naranjo,13
153,Victor Leandro Cuesta,15
154,Jose Carlos Cracco Neto,2
155,Carlos Maria de Pena Bonino,14
156,Felipe Melo de Carvalho,30
157,Pablo Ignacio Galdames Millan,27
158,Mateus Carvalho dos Santos,85
159,Paulo Henrique Chagas de Lima,10
160,Pablo Ezequiel Vegetti,99
161,André Trindade da Costa Neto,7
162,Hugo Moura Arruda da Silva,25
163,Jose Gabriel dos Santos Silva,23
164,Vinicius Moreira de Lima,45
165,Lucas de Freitas Molarinho Chagas,43
166,Gabriel de Souza Inocencio,12
167,Jefferson Ruan Pereira dos Santos,47
168,Gabriel Vasconcelos Ferreira,1
169,Marlon Rodrigues Freitas,17
170,Diego Manuel Hernandez Gonzalez,77
171,Lucas de Freitas Molarinho Chagas -,43
172,Allan Rodrigues de Souza,21
173,Mayke Rocha de Oliveira,12
174,Adenor Leonardo Bachi,TC
175,Leonardo Pereira,4
176,Murilo Cerqueira Paim,26
177,Bruno Henrique Pinto,27
178,Weverton Pereira da Silva,21
179,Gustavo Raul Gomez Portillo,15
180,Erick Antonio Pulgar Farfan,5
181,Abel Fernando Moreira Ferreira,TC
182,Ronielson da Silva Barbosa,10
183,Douglas Mendes Moreira,39
184,Eduardo Colcenti Antunes,19
185,Eric dos Santos Rodrigues,7
186,Pedro Henrique Konzen Medina da Silva,16
187,Raniele Almeida Melo,14
188,Henry David Mosquera Sanchez,30
189,Bruno Amorim Lazaroni,AT
190,Hugo Mallo Novegil,2
191,Leonardo Ezequiel Godoy,29
192,Robert Renan Alves Barbosa,4
193,Romulo Zanre Zwarg,40
194,Vitor Eduardo da Silva Matos,44
195,Fernando Luiz Roza,5
196,Thiago Heleno Henrique Ferreira,44
197,Wesley Ribeiro Silva,21
198,Agustin Canobbio Graviz,14
199,Agustin Canobbio Graviz -,14
200,Gabriel Baralhas dos Santos,8
201,Roni Medeiros de Moura,5
202,Gabriel de Sousa Barros,19
203,Luiz Fernando Moraes dos Santos,11
204,Gabriel de Sousa Barros -,19
205,Luiz Felipe do Nascimento dos Santos -,3
206,Christian Chagas Tarouco,4
207,Ronaldo de Oliveira Strada,1
208,Roni Medeiros de Moura,5
209,Rhaldney Norberto Simião Gomes,8
210,Derek Freitas Ribeiro,17
211,Jose Ivaldo Almeida Silva,5
212,Rafael Elias da Silva,19
213,Walter Kannemann,4
214,Gabriel Lheman Xavier,3
215,Everton Augusto de Barros Ribeiro,10
216,Rogerio Ceni,TC
217,Douglas Moreira Fagundes,17
218,Gustavo Nunes Fernandes Gomes,39
219,Renato Portaluppi,TC
220,Rodrigo Ely,5
221,Diego da Silva Costa -,19
222,Jefferson David Savarino Quintero,10
223,Danilo Barbosa da Silva,5
224,Luiz Henrique Andre Rosa da Silva,7
225,Diego Nicolas de La Cruz Arcosa,18
226,Jefferson Ruan Pereira dos Santos,47
227,Lucas Piton Crivellaro,6
228,Claudio Rodrigues Gomes,23
229,Marcus Vinicius Oliveira Alencar,77
230,Wesley Gassova Ribeiro Teixeira,36
231,Rodrigo Garro,10
232,Gustavo Henric da Silva,19
233,Breno de Souza Bidon,27
234,Diego Henrique Costa Barbosa,4
235,TGCarlos Armando Gruezo Quiñones,
236,Gustavo Raul Gomez Portillo,15
237,Igor Vinicius de Souza,2
238,Endrick Felipe Moreira de Sousa,9
239,Joao Miguel Barreto Martins,AT
240,Murilo Cerqueira Paim,26
241,Jonathan Calleri,9
242,Michel Daryl Araujo Villar,15
243,Abel Fernando Moreira Ferreira,TC
244,Luis Antonio da Rocha Junior,29
245,Pedro Augusto Borges da Costa,28
246,Paolo Mauricio Lemos Merladett,4
247,Alan Steven Franco Palma,23
248,Denilson Alves Borges,27
249,Matheus Alexandre Anastacio de Souza,2
250,Alan Pereira Empereur,33
251,Marllon Goncalves Jeronimo Borges,4
252,Bruno de Lara Fuchs,3
253,Igor Silveira Gomes,17
254,Bruno de Lara Fuchs -,3
255,Roger Machado Marques,TC
256,Caique de Jesus Goncalves,95
257,Lucas Henrique Barbosa,21
258,Julimar Silva Oliveira Junior,20
259,Bento Matheus Krepski,1
260,Miguel Angel Monsalve Gonzalez,11
261,Newton Araujo da Costa Junior,8
262,Fellipe Mateus de Sena Araujo,7
263,Matheus Leonardo Sales Cardoso,17
264,Diego da Silva Costa,19
265,Walisson Moreira Farias Maia,33
266,Ronald dos Santos Lopes,6
267,Agustin Maximiliano Rogel Paita,18
268,Gabriel Carvalho Teixeira,34
269,Joao Wellington Gadelha Melo de Oliveira,77
270,Gabriel Ivan Mercado,25
271,Joao Marcelo Messias Ferreira,43
272,Bruno Vinicius Souza Ramos,17
273,Fernando Francisco Reges,5
274,Enner Remberto Valencia Lastra,13
275,Rafael Santos Borre Maury,19
276,Agustin Maximiliano Rogel Paita -,18
277,Damian Josue Bobadilla Benitez,21
278,Bruno Uvini Bortolanca,25
279,Giuliano Galoppo,8
280,Alan Javier Franco,28
281,Lucas Esteves Souza,16
282,Michel Daryl Araujo Villar,15
283,Eduardo Marcelo Rodrigues Nunes,21
284,Wagner Leonardo Calvelo de Souza -,4
285,Diogo Barbosa Mendanha,6
286,Jhon Adolfo Arias Andrade,21
287,German Ezequiel Cano,14
288,Felipe Melo de Carvalho,30
289,Paulo Henrique Chagas de Lima,10
290,Jemerson de Jesus Nascimento,34
291,Paulo Henrique Sampaio Filho,10
292,PFMarcos de Seixas Correa -,
293,TGDanilo Jose Prando Minutti -,
294,Victor Hugo Soares dos Santos,4
295,Julio Cesar de Rezende Miranda,5
296,Bartolomeu Jacinto Quissanga,15
297,Alexander Nahuel Barboza Ullua,20
298,Breno Henrique Vasconcelos Lopes,26
299,Guilherme de Jesus da Silva,2
300,Raniele Almeida Melo,14
301,Emanuel Britez,19
302,Glaybson Yago Souza Lisboa,22
303,Pedro Augusto Borges da Costa,28
304,Bruno de Jesus Pacheco,6
305,Mario Sergio Santos Costa,11
306,Nathan Gabriel de Souza Mendes,45
307,Igor Jesus Lima,48
308,Allan Rodrigues de Souza,21
309,Thiago Nicolas Borbas Silva,18
310,Adenor Leonardo Bachi,TC
311,Fernando Luiz Roza,5
312,Hugo Moura Arruda da Silva -,25
313,Derik Gean Severino Lacerda,22
314,Murilo Cerqueira Paim,26
315,Gabriel Vinicius Menino,25
316,Matheus Alexandre Anastacio de Souza,2
317,Jose Rafael Vivian,8
318,Jadson Alves dos Santos,16
319,Guilherme Kennedy Romao,6
320,Alix Vinicius de Souza Sampaio,4
321,Rhaldney Norberto Simião Gomes,7
322,Magno Jose da Silva,2
323,Joao Lucas de Almeida Carvalho,2
324,Joao Lucas de Almeida Carvalho -,2
325,Anderson Luis de Carvalho,10
326,Lucas Henrique Barbosa,21
327,Bruno Gomes da Silva Clevelario,15
328,Jose Marcos Alves Luis,3
329,Ricardo Mathias da Silva,49
330,Jadson Alves dos Santos,16
331,Jair Zaksauskas Ribeiro Ventura,TC
332,Lyanco Evangelista Silveira Neves Vojnovic,2
333,Jemerson de Jesus Nascimento,28
334,Agustin Federico Marchesin,1
335,Deyverson Brum Silva,9
336,Reinaldo Manoel da Silva,6
337,Fausto Mariano Vera,18
338,Gabriel Alejandro Milito,TC
339,Givanildo Vieira de Sousa,7
340,Victor Hugo Soares dos Santos,4
341,Lucas Evangelista Santana de Oliveira,8
342,Thaciano Mickael da Silva,16
343,Jadsom Meemyas de Oliveira da Silva,5
344,Henry David Mosquera Sanchez,30
345,Angel Rodrigo Romero Villamayor,11
346,Leonardo Pereira,4
347,Maicon Pereira Roque,4
348,Eduardo Marcelo Rodrigues Nunes,21
349,Juan Sebastian Sforza,20
350,Iury Lirio Freitas de Castilho,7
351,Pablo Ignacio Galdames Millan,27
352,David Correa da Fonseca,7
353,Bruno Conceicao Praxedes,21
354,Cleidson Andrade de Souza Silva -,13
355,Pablo Felipe Teixeira,92
356,Mayke Rocha de Oliveira,12
357,Endrick Felipe Moreira de Sousa,9
358,Abel Fernando Moreira Ferreira,TC
359,Joao Miguel Barreto Martins,AT
360,Lucas Angel Esquivel,37
361,Leonardo Ezequiel Godoy,29
362,Mateo Gamarra Gonzalez,15
363,TGVitor Ilidio Castanheiras Penas,
364,Jose Manuel Alberto Lopez,42
365,Raphael Cavalcante Veiga,23
366,Fernando Luiz Roza,5
367,TGVitor Ilidio Castanheiras Penas -,
368,Rodrigo Nestor Bertalia,11
369,Vinicius Moreira de Lima,45
370,Manoel Messias Silva Carvalho,26
371,Alisson Euler de Freitas Castro,25
372,Luciano da Rocha Neves,10
373,Alexsander Cristhian Gomes da Costa,5
374,Igor Vinicius de Souza,2
375,Erick de Arruda Serafim,33
376,Fernando Diniz Silva -,TC
377,John Victor Maciel Furtado,12
378,Christian Chagas Tarouco,4
379,Hercules Pereira do Nascimento,35
380,Oscar David Romero Villamayor,70
381,Mateo Ponte Costa,4
382,Luis Eduardo Soares da Silva,66
383,Diego Manuel Hernandez Gonzalez,77
384,Alexander Nahuel Barboza Ullua,20
385,Emanuel Britez,19
386,Juan Martin Lucero,9
387,William de Asevedo Furtado,12
388,Luiz Fernando Moraes dos Santos,11
389,Matheus Fellipe Costa Pereira,10
390,Alvaro Carvalho Martins,AT
391,Matheus Alexandre Anastacio de Souza,2
392,Eder Citadin Martins,23
393,Marcos Gabriel do Nascimento,10
394,Walter Leandro Capeloza Artune,1
395,Ronald dos Santos Lopes,6
396,Fernando Pereira do Nascimento,88
397,Tobias Pereira Figueiredo,29
398,Rodrigo Fagundes de Freitas,3
399,Guilherme Miranda Madruga Gomes,8
400,Jonathan Renato Barbosa,7
401,Andre Luis da Costa Alfredo,97
402,Miguel Angel Trauco Saavedra -,14
403,Eduardo Santos Queiroz,37
404,Fabio Pereira da Silva,2
405,Gustavo Nunes Fernandes Gomes,39
406,Mathias Adalberto Villasanti Rolon,20
407,Vitor Hugo Naum dos Santos,28
408,Nathan Gabriel de Souza Mendes,45
409,Guilherme Antonio Arana Lopes,13
410,Thaciano Mickael da Silva,16
411,Gabriel Lheman Xavier,3
412,Gustavo Henrique Furtado Scarpa,6
413,Gabriel Teixeira Aragao,11
414,Pedro Victor Delmino da Silva,38
415,Everson Felipe Marques Pires,22
416,Alan Steven Franco Palma,23
417,Rodrigo Andrés Battaglia,21
418,Oscar Eduardo Estupinan Vallesilla,29
419,Shaylon Kallyson Cardozo,10
420,Willean Bernardo Willemen,97
421,Adriano Martins da Fonseca,3
422,Eduardo Marcelo Rodrigues Nunes,21
423,Itaro Patric Cardoso Calmon -,14
424,Eduardo Marcelo Rodrigues Nunes -,21
425,Roger Machado Marques,TC
426,Paulo Henrique Chagas de Lima,10
427,Matheus Martinelli Lima,8
428,Werik Silva Pinto,45
429,Jose Marcos Alves Luis,3
430,Jadson Alves dos Santos,16
431,Werik Silva Pinto -,45
432,Pablo Ezequiel Vegetti,99
433,Jose Gabriel dos Santos Silva,23
434,Joao Victor da Silva Marcelino -,38
435,Luiz Henrique Andre Rosa da Silva,7
436,Wesley Gassova Ribeiro Teixeira,36
437,Felix Eduardo Torres Caicedo,3
438,Oscar David Romero Villamayor,70
439,Danilo Barbosa da Silva,5
440,Marlon Rodrigues Freitas,17
441,Alvaro Martin Barreal,21
442,Alan Javier Franco,28
443,Kaiki Bruno da Silva,6
444,Luis Francisco Zubeldía,TC
445,Alisson Euler de Freitas Castro,25
446,Marlon Rodrigues Xavier -,3
447,Antonio Feliphe Costa Silva,23
448,Pedro Augusto Borges da Costa,28
449,Leandro Emmanuel Martinez,8
450,Madson Ferreira dos Santos,22
451,Christian Roberto Alves Cardoso,88
452,Jose Vitor Silva Neves,30
453,PFGustavo Henrique Porto,
454,Glaybson Yago Souza Lisboa,22
455,PFGustavo Henrique Porto -,
456,Rafael Santos Borre Maury,19
457,Clayson Henrique da Silva Vieira,25
458,Denilson Alves Borges,27
459,Luis Oscar Gonzalez,AT
460,Ramon Ramos Lima,23
461,Gabriel Ivan Mercado,25
462,Eliel Chrystian Pereira Silva,11
463,Sergio Ramon Rochet Alvarez,1
464,Alan Patrick Lourenço,10
465,Matheus Leonardo Sales Cardoso,17
466,Gustavo Bonatto Barreto,88
467,Higor Matheus Meritao,5
468,Rodrigo Fagundes de Freitas,150
469,Luiz Gustavo Almeida Pinto,1
470,Jose Rafael Vivian,8
471,Allano Brendon de Souza Lima,2
472,Ronald dos Santos Lopes,6
473,Caio Fernando de Oliveira,16
474,Gustavo Raul Gomez Portillo,15
475,Luis Francisco Zubeldía,TC
476,Fernando Francisco Reges,5
477,Vitor Eduardo da Silva Matos,44
478,Fabricio Tomas Bustos Sein,16
479,Luiz Gustavo Dias,16
480,Charles Mariano Aranguiz Sandoval,20
481,Giuliano Galoppo,8
482,Jonathan Calleri,9
483,Bruno Gomes da Silva Clevelario,15
484,Aldemir dos Santos Ferreira,47
485,Ramon Ramos Lima,23
486,Rafael da Silva,8
487,Anderson Silva da Paixão,98
488,Fernando Seabra,TC
489,Matheus Fellipe Costa Pereira,10
490,Marllon Goncalves Jeronimo Borges,4
491,Juan Pablo Vojvoda,TC
492,Victor Hugo Soares dos Santos,4
493,Caio Alexandre Sousa E Silva,19
494,Tomas Pochettino,7
495,Marcos Felipe de Freitas Monteiro,22
496,Yago Felipe da Costa Rocha,20
497,Gabriel Teixeira Aragao,11
498,Carlos Maria de Pena Bonino,14
499,Pedro Guilherme Abreu dos Santos,9
500,Wesley Vinicius França Lima,43
501,Joao Pedro Maturano dos Santos,18
502,Everton Galdino Moreira,13
503,Adenor Leonardo Bachi,TC
504,Felipe Ignacio Carballo Ares,8
505,Walter Kannemann,4
506,Matheus Martinelli Lima,8
507,TGJoão Pedro Campos Cardoso,
508,Francisco das Chagas Soares dos Santos,9
509,Danilo das Neves Pinheiro,6
510,Paulo Henrique Chagas de Lima,10
511,Marcelo Vieira da Silva Junior,12
512,Damian Nicolas Suárez Suárez,22
513,TGJoão Pedro Campos Cardoso -,
514,Abel Fernando Moreira Ferreira,TC
515,Juan Sebastian Sforza,20
516,Joao Miguel Barreto Martins,AT
517,Ronielson da Silva Barbosa,10
518,Victor Luis Chuab Zamblauskas,12
519,Renzo Saravia,26
520,Everson Felipe Marques Pires,22
521,Lucas Evangelista Santana de Oliveira,8
522,Thiago Nicolas Borbas Silva,18
523,Rodrigo Andrés Battaglia,21
524,Leandro Ignacio Avila,AT
525,Gabriel Alejandro Milito,TC
526,TGDanilo Jose Prando Minutti,
527,Luis Antonio da Rocha Junior,29
528,Bruno de Lara Fuchs,3
529,Paolo Mauricio Lemos Merladett,4
530,Eduardo Gonzaga Mendes Santos,3
531,Nathan Gabriel de Souza Mendes,45
532,Eduardo Colcenti Antunes -,19
533,Eder Citadin Martins,23
534,Gabriel Baralhas dos Santos,8
535,Rodrigo Garro,10
536,Gustavo Henrique Vernes,13
537,Antonio José Cardoso de Oliveira,TC
538,Yuri Alberto Monteiro da Silva,9
539,Guilherme Kennedy Romao,6
540,Carlos Miguel dos Santos Pereira,22
541,Gustavo Henrique Vernes -,13
542,Caio Vinicius da Conceicao,15
543,Willian Osmar de Oliveira Silva,29
544,Caique de Jesus Goncalves,95
545,Lucas Willians Assis Arcanjo,1
546,Lucas Henrique Barbosa,21
547,Leonardo Naldi de Matos,5
548,Jadson Alves dos Santos,16
549,Gustavo Nunes Fernandes Gomes,39
550,Gregore de Magalhaes Silva,26
551,Felipe Ignacio Carballo Ares,8
552,Damian Nicolas Suárez Suárez,22
553,Everton Galdino Moreira,13
554,Yarlen Faustino Augusto,67
555,Igor Rabello da Costa,16
556,Givanildo Vieira de Sousa,7
557,Gustavo Henrique Furtado Scarpa,6
558,Joaquin Piquerez Moreira,22
559,Anibal Ismael Moreno,5
560,Gabriel Alejandro Milito,TC
561,Estevao Willian Almeida de Oliveira Goncalves,41
562,Federico Matias Zaracho,15
563,Givanildo Vieira de Sousa -,7
564,Matheus dos Santos Dias,41
565,Vitor Eduardo da Silva Matos,44
566,Bruno Henrique Corsini,8
567,Willean Bernardo Willemen,97
568,Thiago Carpini Barbosa,TC
569,Gabriel Ivan Mercado,25
570,Lucas Nicolas Alario,31
571,Luis Oscar Gonzalez -,AT
572,Samuel Xavier Brito,2
573,Paulo Henrique Chagas de Lima,10
574,Adriano Martins da Fonseca,3
575,Marlon Santos da Silva Barbosa,4
576,Claudio Rodrigues Gomes,23
577,Pablo Ezequiel Vegetti,99
578,Lucas Daniel Romero,29
579,Arthur Rodrigues Viana,68
580,Ramiro Moschen Benetti,17
581,William de Asevedo Furtado,12
582,Pedro Valdemar Vasconcelos Pinto da Cunha Teixeira,AT
583,David Correa da Fonseca,7
584,Young Navarro Moraes,50
585,TGDiego de Almeida Favarin,
586,Diego Henrique Costa Barbosa,4
587,Luciano da Rocha Neves,10
588,Carlos Miguel dos Santos Pereira,22
589,Maximiliano Pablo Cuberas,AT
590,Carlos Armando Gruezo Quiñones,AT
591,Joao Victor Andrade Caetano,4
592,Breno de Souza Bidon,27
593,Lucas Rodrigues Moura da Silva,7
594,Antonio José Cardoso de Oliveira,TC
595,Alan Javier Franco,28
596,Joao Victor Andrade Caetano -,4
597,Lucas de Souza Cunha,4
598,Luiz Gustavo da Silva Machado Duarte,44
599,Cleiton Schwengber,1
600,Pedro Miguel Faria Caixinha,TC
601,Danilo Boza Junior,4
602,Rodrigo Eduardo da Silva,34
603,Marcelo Jose de Lima Filho,11
604,Luan Candido de Almeida,36
605,Ignacio Jesus Laquintana Marsico,33
606,Jadsom Meemyas de Oliveira da Silva -,5
607,Victor Hugo Gomes Silva,29
608,Evertton Gustavo Fernandes Araujo,52
609,Bruno Zapelli,10
610,Alexi Stival,TC
611,Pablo Felipe Teixeira,92
612,Madson Ferreira dos Santos,22
613,Fabricio Bruno Soares de Faria,15
614,Alexi Stival -,TC
615,Avlamir Dirceo Stival -,AT
616,Max Alves da Silva,10
617,Breno Henrique Vasconcelos Lopes,26
618,Emanuel Britez,19
619,José Welison da Silva,17
620,Renato Kayzer de Souza -,79
621,Emanuel Britez -,19
622,Armando Gonçalves Teixeira -,TC
623,Tobias Pereira Figueiredo,29
624,Luiz Gustavo Almeida Pinto,1
625,Thaciano Mickael da Silva,16
626,Eder Citadin Martins,23
627,Alessio da Costa Antunes,AT
628,Luiz Gustavo Almeida Pinto -,1
629,Rodrigo Garro,10
630,Charles Mariano Aranguiz Sandoval,20
631,Eduardo German Coudet,TC
632,Yuri Alberto Monteiro da Silva,9
633,Matheus Fellipe Costa Pereira,10
634,Diogo Barbosa Mendanha,6
635,Luiz Filipe da Rosa Machado,23
636,Robert Vinicius Rodrigues Silva,80
637,Fernando Diniz Silva,TC
638,Thiago dos Santos,29
639,Caio Vinicius da Conceicao,15
640,Romulo Helberte Pereira Junior,47
641,Luan Vinicius da Silva Santos,8
642,Igor Silveira Gomes,17
643,Leonardo Rech Ortiz,3
644,Jean Lucas de Souza Oliveira,6
645,Erick Luis Conrado Carvalho,26
646,Christian Roberto Alves Cardoso,88
647,Lucas Angel Esquivel,37
648,Pablo Felipe Teixeira,92
649,Alex Paulo Menezes Santana,80
650,Eric dos Santos Rodrigues,7
651,Vitor Hugo Naum dos Santos,28
652,Alisson Euler de Freitas Castro,25
653,William Gomes Carvalho Santos,39
654,Mateus Pasinato,14
655,Railan Reis Ferreira,21
656,Ramon Ramos Lima,23
657,Pedro Augusto Borges da Costa,28
658,Rodrigo Ely,5
659,Agustin Federico Marchesin,1
660,Edenilson Andrade dos Santos,15
661,Reinaldo Manoel da Silva,6
662,Calebe Gonçalves Ferreira da Silva,10
663,Juan Martin Lucero,9
664,Joao Pedro Vilardi Pinto -,23
665,Bolasie Yala,11
666,Pedro Henrique Pereira da Silva,4
667,Ronaldo de Oliveira Strada -,1
668,Jose Gabriel dos Santos Silva,23
669,Pablo Ignacio Galdames Millan,27
670,Sergio Antonio da Luz Junior,70
671,Lucas Henrique Barbosa,21
672,Luiz Gustavo da Silva Machado Duarte,44
673,Victor Luis Chuab Zamblauskas -,12
674,Pedro Tonon Geromel,3
675,Fernando Francisco Reges,5
676,Fabricio Tomas Bustos Sein,16
677,Gustavo Nunes Fernandes Gomes,39
678,Douglas Moreira Fagundes,17
679,Igor Silveira Gomes,17
680,Tomas Pochettino,7
681,Leandro Emmanuel Martinez,8
682,Bruno de Lara Fuchs,3
683,Romulo Helberte Pereira Junior,47
684,PFSergio Fabian Di Bartolo,
685,Lucas Silva Borges,16
686,Gabriel Veron Fonseca de Souza,30
687,Ramiro Moschen Benetti,17
688,Marlon Rodrigues Xavier -,3
689,David Luiz Moreira Marinho,23
690,Paulo Henrique Chagas de Lima,10
691,Leonardo Rech Ortiz,3
692,Miguel David Terans Perez,80
693,Vinicius Moreira de Lima,45
694,Fernando Diniz Silva,TC
695,Leonardo Pereira,4
696,Vinicius Moreira de Lima -,45
697,Fernando Diniz Silva -,TC
698,Patryck Lanza dos Reis,36
699,Guilherme Estrella de Paiva,14
700,Maicon Pereira Roque,4
701,Rosicley Pereira da Silva,31
702,Gabriel Vasconcelos Ferreira,1
703,Jose Manuel Alberto Lopez,42
704,Joaquin Piquerez Moreira,22
705,Jadson Alves dos Santos,16
706,Jose Marcos Alves Luis,3
707,Lucas Esteves Souza,16
708,Helio Junio Nunes de Castro,11
709,Nathan Gabriel de Souza Mendes,45
710,Luan Vinicius da Silva Santos,8
711,Henry David Mosquera Sanchez,30
712,Pedro Raul Garay da Silva,20
713,Bruno Amorim Lazaroni,AT
714,Fernando Luiz Roza,5
715,Lucas Gabriel Di Yorio,7
716,Allyson Aires dos Santos,3
717,Clayson Henrique da Silva Vieira,25
718,Lucas da Silva Izidoro,30
719,Rhaldney Norberto Simião Gomes,7
720,Armando Gonçalves Teixeira,TC
721,Alexander Nahuel Barboza Ullua,20
722,Tobias Pereira Figueiredo,29
723,Franclim Pereira da Silva Maia Carvalho,AT
724,Gregore de Magalhaes Silva,26
725,Oscar David Romero Villamayor,70
726,Claudio Coelho Salvatico,27
727,Luiz Gustavo Almeida Pinto,1
728,Allano Brendon de Souza Lima,2
729,Igor Rabello da Costa,16
730,Bruno de Lara Fuchs,3
731,Wesley Ribeiro Silva,21
