id,nome,cbf
113,Bruno Fabiano Alves,3
114,Thiago dos Santos,5
115,Marcio Rafael Ferreira de Souza,13
116,Matheus Henrique de Souza,7
117,Aldemir dos Santos Ferreira,11
118,Maicon Thiago Pereira de Souza,8
119,Matheus Barcelos da Silva,21
120,Christian Roberto Alves Cardoso,88
121,Richard Candido Coelho,25
122,Khellven Douglas Silva Oliveira,13
123,Antonio José Cardoso de Oliveira,AT
124,Umberto Lourenco Louzer Filho,TC
125,Iago Justen Maidana Martins,6
126,Paulo Roberto Moccelin,94
127,Ricardo Ribeiro de Lima,20
128,Carlos Emiliano Pereira,6
129,David Correa da Fonseca,17
130,Christian Chagas Tarouco,44
131,Emaxwell Souza de Lima -,71
132,Matheus Bahia Santos,79
133,Matheus Henrique Teixeira,32
134,Renan Guedes Borges,42
135,Thonny Anderson da Silva Carvalho,22
136,Luiz Eduardo Barros Cavalcanti,TC
137,Yuri Alberto Monteiro da Silva,11
138,Taison Barcellos Freda,10
139,Leonardo Borges da Silva,36
140,Heitor Rodrigues da Fonseca,2
141,Lucas Ribeiro dos Santos -,14
142,Natan Bernardo de Souza,21
143,Jadsom Meemyas de Oliveira da Silva,5
144,Lucas Evangelista Santana de Oliveira,8
145,Luiz Henrique Andre Rosa da Silva,34
146,Roger Machado Marques,TC
147,Messias Rodrigues da Silva Junior,3
148,Cleber Bomfim de Jesus,89
149,Derlan de Oliveira Bento,34
150,Bruno da Silva Costa,7
151,Eduardo do Nascimento Souza,AT
152,Janderson Santos de Souza,11
153,Eduardo de Souza Barroca,TC
154,Fernando Miguel Kaufmann,1
155,Gabriel Baralhas dos Santos,18
156,Eder Ferreira Graminho,4
157,Paulo Marcos de Jesus Ribeiro,4
158,Guilherme Nunes Rodrigues,23
159,Elton Rodrigues Brandao,18
160,Uillian Correia Granemann,5
161,Osman de Menezes Venancio Junior,20
162,Willian Marlon Ferreira Moraes -,5
163,Madson Ferreira dos Santos,13
164,Lucas Braga Ribeiro,30
165,Alison Lopes Ferreira,5
166,Caio Fernando de Oliveira,70
167,Yago Felipe da Costa Rocha,20
168,Kayky da Silva Chagas,37
169,Abel Mathias Hernandez Platero,32
170,Cassio Ramos,12
171,Carlos Gilberto do Nascimento Silva,4
172,Igor Matheus Liziero Pereira,14
173,Luciano da Rocha Neves,11
174,Igor Vinicius de Souza,2
175,Alejandro Gabriel Kohan,AT
176,Anselmo Ramon Alves Herculano,9
177,Ravanelli Ferreira dos Santos,20
178,Rodrigo Nestor Bertalia -,25
179,Felipe Azevedo dos Santos,7
180,Clayson Henrique da Silva Vieira,10
181,Guilherme Antonio Arana Lopes,13
182,Yuri Alberto Monteiro da Silva,11
183,Victor Leandro Cuesta,15
184,Danilo Fernandes Batista,1
185,Avlamir Dirceo Stival -,AT
186,Jonas Gomes de Sousa,27
187,Matheus Henrique Teixeira,32
188,Edson Fernando da Silva Gomes,35
189,Thonny Anderson da Silva Carvalho,22
190,Maycon Douglas Oliveira Silva,37
191,Jorge de Moura Xavier,16
192,Augusto Sergio Ferreira,TC
193,John Steven Mendoza Valencia,10
194,Bruno de Jesus Pacheco,6
195,Gustavo Silva de Oliveira,39
196,Santiago Trellez Vivero,9
197,Andre Felipe Ribeiro de Souza,90
198,PFMarcelo Rohling,
199,Iago Justen Maidana Martins,6
200,Paulo Roberto Moccelin,94
201,Luiz Fernando Moraes dos Santos,33
202,Walter Kannemann,4
203,Marcio Rafael Ferreira de Souza,13
204,Tiago Retzlaff Nunes,TC
205,Matheus Henrique de Souza,7
206,Andreas Hugo Hoelgebaum Pereira,18
207,Leonardo Pereira,4
208,Miguel David Terans Perez,80
209,Thiago Heleno Henrique Ferreira,44
210,Bruno Amorim Lazaroni,AT
211,Nicolas Hernandez Rodriguez,2
212,Renato Kayzer de Souza,79
213,Marcos Luis Rocha Aquino,2
214,Gabriel Vinicius Menino,25
215,Breno Henrique Vasconcelos Lopes,19
216,Luis Antonio Ferreira Rodrigues,15
217,Igor Aquino da Silva,6
218,TGEduardo do Nascimento Souza,
219,Natanael Batista Pimenta,11
220,Willian Marlon Ferreira Moraes,5
221,Anderson Leal Gomes -,AT
222,Aderlan de Lima Silva,13
223,Artur Victor Guimaraes,7
224,PFGuilherme Monroe Rondon,
225,Lucas Evangelista Santana de Oliveira,8
226,Bruno Henrique Pinto,27
227,Willian Souza Arao da Silva,5
228,Patrick de Paula Carreiro,5
229,Renan Victor da Silva,3
230,Jailson Marcelino dos Santos,42
231,Ramon Rodrigo de Carvalho,5
232,Alexandre Egea,11
233,Mateus William Sabino Silva,15
234,Geovane Nascimento Silva,7
235,Cauan Felipe de Almeida -,AT
236,Reinaldo Manoel da Silva,6
237,Gabriel Davi Gomes Sara,21
238,Igor Vinicius de Souza,2
239,Martin Nicolas Benitez,8
240,Kaio Jorge Pinto Ramos,9
241,Vinicius Nelson de Souza Zanocelo,25
242,Givanildo Vieira de Sousa,7
243,Ignacio da Silva Oliveira,21
244,Lucas Ribeiro dos Santos,14
245,Leonardo Borges da Silva,36
246,Fernando Pereira do Nascimento,8
247,Vinicius Requia Machado,50
248,Marlon Adriano Prezotti,25
249,Guilherme de Jesus da Silva,2
250,Luiz Henrique Araujo Silva,8
251,Jose Romario Silva de Souza,20
252,Gaston Ricardo Liendo,AT
253,Gabriel Girotto Franco,5
254,Ramiro Moschen Benetti,8
255,Roni Medeiros de Moura,29
256,Matheus Bahia Santos,79
257,Matheus Barcelos da Silva,21
258,Miguel David Terans Perez,80
259,Joao Paulo da Silva Alves,10
260,Jose Roberto Assunçao de Araujo Filho,9
261,Vitor Mendes Alves,3
262,Guilherme Castilho Carvalho,8
263,Rafael Forster,4
264,Marcos Vinicios Lopes Moura,18
265,Marcio Rafael Ferreira de Souza,13
266,Vanderson de Oliveira Campos,35
267,Ruan Tressoldi Netto,44
268,Thiago dos Santos,5
269,Jean Pyerre Casagrande Silveira Correa,88
270,Joao Lucas de Almeida Carvalho,2
271,João Victor Gomes da Silva,35
272,David Correa da Fonseca,17
273,Victor Gabriel da Conceição Ribeiro,52
274,Luan Polli Gomes,27
275,Marcos Antonio Almeida Silva,77
276,Welington Damascena Santos,34
277,Alejandro Gabriel Kohan,AT
278,Joao Lucas de Almeida Carvalho,2
279,Elton Junior Melo Ataide,5
280,Paulo Henrique Pereira da Silva,7
281,Bruno dos Santos Nazario,18
282,Ricardo Cesar Dantas da Silva,3
283,Ricardo Cesar Dantas da Silva -,3
284,Guilherme de Aguiar Camacho,29
285,Jean Mota Oliveira de Sousa,41
286,Fernando Diniz Silva,TC
287,Mario Sergio Santos Costa,11
288,Diego de Souza Andrade,29
289,Aldemir dos Santos Ferreira,11
290,Guilherme Antonio Arana Lopes,13
291,Danilo das Neves Pinheiro,37
292,Gabriel Costa Franca,30
293,Rever Humberto Alves de Araujo,4
294,Bruno de Jesus Pacheco,6
295,Wendson dos Santos Lopes,23
296,Saulo Rodrigues da Silva,73
297,Thonny Anderson da Silva Carvalho,22
298,Daniel Sampaio Simoes,8
299,Antonio José Cardoso de Oliveira,AT
300,Erick Luis Conrado Carvalho,26
301,Marcio Almeida de Oliveira -,5
302,Richard Candido Coelho -,25
303,Marcos Luis Rocha Aquino,2
304,Gustavo Henrique Furtado Scarpa,14
305,Mayke Rocha de Oliveira,12
306,Aderlan de Lima Silva,13
307,Ytalo Jose Oliveira dos Santos,15
308,Cleiton Schwengber,18
309,Caio Vidal Rocha,47
310,Edenilson Andrade dos Santos,8
311,Jose Gabriel dos Santos Silva,35
312,Derlan de Oliveira Bento,34
313,Ronei Gebing,15
314,Danilo Fernandes Batista -,1
315,Caio Vidal Rocha -,47
316,Bruno da Silva Costa -,7
317,Gabriel Teixeira Aragao,39
318,Marcilio Florencio Mota Filho,33
319,PFMarcos de Seixas Correa,
320,Luiz Henrique Andre Rosa da Silva,34
321,Janderson Santos de Souza,7
322,Nathanael Ananias da Silva,3
323,Fernando Miguel Kaufmann,1
324,Angelo Giovani Araos Llanos,21
325,Danilo Carvalho Barcelos,14
326,Luccas Claro dos Santos,4
327,André Trindade da Costa Neto,35
328,Abel Mathias Hernandez Platero -,32
329,Danilo dos Santos de Oliveira,28
330,Benjamin Kuscevic Jaramillo,4
331,Abel Fernando Moreira Ferreira,TC
332,Breno Henrique Vasconcelos Lopes,19
333,Matheus Bahia Santos,79
334,Rosicley Pereira da Silva,7
335,Patrick de Lucca Chaves de Oliveira,45
336,Thaciano Mickael da Silva,16
337,Allan Rodrigues de Souza,29
338,Guilherme Antonio Arana Lopes,13
339,Federico Matias Zaracho,15
340,Mario Sergio Santos Costa,11
341,Marcos Rogerio Ricci Lopes,21
342,Joao Paulo Silva Martins,34
343,Marcos Guilherme de Almeida Santos Matos,23
344,Allan Rodrigues de Souza -,29
345,Lucas Ribeiro dos Santos,14
346,Thiago Galhardo do Nascimento Rocha,17
347,Edenilson Andrade dos Santos,8
348,Carlos Eduardo Santos Oliveira,2
349,Alan Luciano Ruschel,6
350,Diogo Barbosa Mendanha,32
351,Douglas Costa de Souza,10
352,Ronald dos Santos Lopes,14
353,Ederson Jose dos Santos Lourenco da Silva,13
354,Christian Chagas Tarouco,44
355,Osvaldo Lourenco Filho,11
356,Walter Kannemann -,4
357,Eder Citadin Martins,23
358,Tobias Kohan,AT
359,Reinaldo Manoel da Silva,6
360,Anderson Hernanes de Carvalho Viana Lima,15
361,Bruno Fabiano Alves,3
362,Martin Nicolas Benitez,8
363,Welington Damascena Santos,34
364,Gabriel Santos Cordeiro Lacerda,15
365,Jorge de Moura Xavier,16
366,Jael Ferreira Vieira,9
367,Saulo Rodrigues da Silva,73
368,Joao Lucas de Almeida Carvalho,2
369,Jose Ivaldo Almeida Silva,27
370,Guilherme Natan de Lima,32
371,Matheus Franca Silva,34
372,Vitor Mendes Alves,34
373,Matheus Vieira Campos Peixoto,9
374,Weverton Guilherme da Silva Souza,17
375,Edimar Curitiba Fraga,6
376,Nathanael Ananias da Silva,3
377,Andre Luis da Costa Alfredo,18
378,Frederico Chaves Guedes,9
379,Christian Roberto Alves Cardoso,88
380,Richard Candido Coelho,25
381,Mateus da Silva Vital Assumpção,22
382,Igor Matheus Liziero Pereira,14
383,Luiz Felipe do Nascimento dos Santos,2
384,Jose Sabino Chagas Monteiro,35
385,Andre Felipe Ribeiro de Souza,90
386,Neilton Meira Mestzk,7
387,Santiago Trellez Vivero,9
388,Janderson Santos de Souza,7
389,Natanael Batista Pimenta,11
390,Abel Fernando Moreira Ferreira,TC
391,Patrick de Paula Carreiro,5
392,Jailson Marcelino dos Santos,42
393,Rodrigo Dourado Cunha,13
394,Caio Vidal Rocha,47
395,Victor Leandro Cuesta,15
396,Benjamin Kuscevic Jaramillo -,4
397,Juan Sebastian Quintero Fletcher,3
398,Felipe Alves Raymundo,12
399,Marcelo da Conceiçao Benevenuto Malaquias,5
400,Gaston Ricardo Liendo,AT
401,Guilherme Natan de Lima,32
402,Jair Zaksauskas Ribeiro Ventura,TC
403,Vinicius Guedes,23
404,Ravanelli Ferreira dos Santos,20
405,Emilio Carlos Tannus Faro,AT
406,Juan Sebastian Quintero Fletcher -,3
407,Rodrigo Eduardo Costa Marinho,10
408,Daniel Sampaio Simoes,8
409,Rosicley Pereira da Silva,7
410,Pedro Faria Gama,AT
411,PFLuiz Fernando de Andrade Teixeira,
412,Severino do Ramo Clementino da Silva,2
413,Raul Lô Gonçalves,23
414,Bruno de Jesus Pacheco,6
415,Marlon Adriano Prezotti,25
416,Cleber Bomfim de Jesus,89
417,Cleber Bomfim de Jesus -,89
418,Tiago Retzlaff Nunes,TC
419,Elton Junior Melo Ataide,31
420,Francisco Hyun Sol Kim,23
421,Vitor Mendes Alves,34
422,Victor Vinicius Coelho Santos,11
423,Diego Ribas da Cunha,10
424,Bruno Henrique Pinto,27
425,Rodinei Marcelo de Almeida,20
426,Max Alves da Siva,31
427,Clayson Henrique da Silva Vieira,10
428,Marllon Goncalves Jeronimo Borges,3
429,Danilo Gomes Magalhaes,23
430,Marcilio Florencio Mota Filho,33
431,João Victor Gomes da Silva,35
432,Victor Vinicius Coelho Santos,11
433,Roni Medeiros de Moura,29
434,Joao Victor da Silva Marcelino,33
435,Edenilson Andrade dos Santos,8
436,Victor Leandro Cuesta,15
437,Luan Vinicius da Silva Santos,13
438,Lucas Evangelista Santana de Oliveira,8
439,Bruno Conceicao Praxedes,25
440,Fernando Diniz Silva,TC
441,Luiz Felipe do Nascimento dos Santos,2
442,Marcos Rogerio Ricci Lopes,21
443,Lucas Braga Ribeiro,30
444,Lucas Ribamar Lopes dos Santos Bibiano,9
445,Carlos Eduardo Santos Oliveira,2
446,Vagner Carmo Mancini,TC
447,Carlos Alberto Gomes da Silva Filho,24
448,Jose Ricardo Barbosa Ribeiro Drumond,5
449,Victor Bobsin Pereira,50
450,Walter Kannemann,4
451,Vanderson de Oliveira Campos,35
452,Guilherme Castilho Carvalho,99
453,Fernando José Pacheco Rivas,17
454,Jael Ferreira Vieira,9
455,Marcos Ytalo Benicio da Silva,27
456,Guilherme Castilho Carvalho -,99
457,Marcos Luis Rocha Aquino,2
458,José Welison da Silva,14
459,Umberto Lourenco Louzer Filho,TC
460,Paulo Roberto Moccelin,94
461,Robson dos Santos Fernandes,7
462,Ronald dos Santos Lopes,14
463,Glaybson Yago Souza Lisbôa,22
464,Vitor Hugo Naum dos Santos,28
465,Matheus Barcelos da Silva,21
466,Abner Vinicius da Silva Santos,16
467,Thonny Anderson da Silva Carvalho,22
468,Ezequiel Jacinto de Biasi,30
469,Derlan de Oliveira Bento,34
470,Federico Matias Zaracho,15
471,Marrony da Silva Liberato Silveira,38
472,Uendel Pereira Goncalves,6
473,Felipe Marques da Silva,18
474,Rafael Elias da Silva,19
475,Jonathan Renato Barbosa,20
476,Joao Lucas de Almeida Carvalho,2
477,Lucca Borges de Brito,7
478,Marcilio Florencio Mota Filho,33
479,FTCaio Henrique de Oliveira Sauro,
480,Cleber Bomfim de Jesus,89
481,Vinicius Goes Barbosa de Souza,29
482,Augusto Sergio Ferreira,TC
483,Pedro Henrique Naressi Machado,31
484,Gabriel Vinicius Menino,25
485,Joao Miguel Barreto Martins,AT
486,Danilo dos Santos de Oliveira,28
487,Thiago Gomes Pacheco,TC
488,Matheus Henrique de Souza,7
489,Vanderson de Oliveira Campos,35
490,Luiz Felipe do Nascimento dos Santos,2
491,Kaiky Fernandes Melo,28
492,Thiago Heleno Henrique Ferreira,44
493,Renato Kayzer de Souza,79
494,Marrony da Silva Liberato Silveira,38
495,João Victor Gomes da Silva,35
496,Igor Silveira Gomes,26
497,Leonardo Pinheiro da Conceicao,16
498,Bruno Fabiano Alves,3
499,Paulo Victor de Almeida Barbosa,23
500,Rodrigo Oliveira Lindoso,19
501,Carlos Alberto Gomes da Silva Filho,21
502,Luis Antonio Ferreira Rodrigues,15
503,Ederson Jose dos Santos Lourenco da Silva,13
504,Daniel Sampaio Simoes,8
505,Thaciano Mickael da Silva,16
506,Paulo Henrique Pereira da Silva,11
507,Wescley Gomes dos Santos,10
508,Paulo Henrique de Oliveira Alves,96
509,Edimar Curitiba Fraga,6
510,Ytalo Jose Oliveira dos Santos,15
511,Weverton Guilherme da Silva Souza,17
512,Joao Pedro Vilardi Pinto,11
513,Paulo Marcos de Jesus Ribeiro,4
514,Ravanelli Ferreira dos Santos,20
515,Fernando Jose Marques Maciel,11
516,Anderson Leite Morais,26
517,José Welison da Silva,14
518,Luis Eduardo Marques dos Santos,2
519,Anderson Leal Gomes,AT
520,Jose Roberto Assunçao de Araujo Filho,20
521,Eder Ferreira Graminho,4
522,Andre Luis da Costa Alfredo,11
523,Leonardo Pereira,4
524,Giorgian Daniel de Arrascaeta Benedetti,14
525,Victor Vinicius Coelho Santos,11
526,Gabriel Dal Toe Busanello,6
527,Fernando Jose Marques Maciel,11
528,Anselmo Ramon Alves Herculano,9
529,Emilio Carlos Tannus Faro,AT
530,Jailson Marcelino dos Santos,42
531,Fernando Diniz Silva,TC
532,Jean Mota Oliveira de Sousa,41
533,Mario Sergio Santos Costa,11
534,Guilherme de Aguiar Camacho,29
535,Kaiky Fernandes Melo,28
536,Marcos Guilherme de Almeida Santos Matos,23
537,Onitlasi Junior de Moraes Rodrigues,42
538,Jonas Gomes de Sousa,27
539,Igor Rabello da Costa,16
540,Bruno dos Santos Nazario,10
541,Bruno Mendez Cittadini,22
542,Rodrigo Dourado Cunha,13
543,Victor Bobsin Pereira,50
544,Carlos Gilberto do Nascimento Silva,4
545,Victor Danilo Cantillo Jimenez,24
546,Marcos Vinicius Sousa Natividade,20
547,Luis Antonio Ferreira Rodrigues,15
548,Lucas de Figueiredo Crispim,10
549,Jackson de Souza,4
550,Glaybson Yago Souza Lisbôa,22
551,Gaston Ricardo Liendo -,AT
552,Marcos Antonio Almeida Silva,77
553,Wellington Aparecido Martins,5
554,Muriel Gustavo Becker,27
555,Matheus Martins Silva dos Santos,18
556,Artur Victor Guimaraes,7
557,Helio Junio Nunes de Castro,11
558,Weverton Guilherme da Silva Souza,17
559,Jadsom Meemyas de Oliveira da Silva,5
560,Vitor Mendes Alves,34
561,Marcos Vinicios Lopes Moura,77
562,Willian Marlon Ferreira Moraes,5
563,Marlon Rodrigues Freitas,8
564,Jael Ferreira Vieira,9
565,Yony Alexander Gonzalez Copete,11
566,Joao Pedro Vilardi Pinto,8
567,Joelton Francisco Urtiga,AT
568,Joao Pedro Vilardi Pinto -,8
569,Walter Kannemann,4
570,Fernando Henrique do Nascimento Pereira,42
571,Jean Pyerre Casagrande Silveira Correa,88
572,Diego de Souza Andrade,29
573,Lucca Borges de Brito,7
574,Jose Rodolfo Pires Ribeiro,6
575,Junior Osmar Ignacio Alonso Mujica,3
576,Antonio Javier Galeano Ferreira,27
577,Joao Robin Rojas Mendoza,7
578,Hernan Jorge Crespo,TC
579,Leonardo Pinheiro da Conceicao,16
580,TGJose Augusto da Cruz Albuquerque,
581,David Correa da Fonseca,17
582,Christian Chagas Tarouco,44
583,Hayner Willian Monjardim Cordeiro,2
584,Mailson Tenorio dos Santos,1
585,Roberto Pimenta Vinagre Filho,18
586,Jose Vitor Lima Cardoso,5
587,Paulo Victor de Almeida Barbosa,23
588,Edenilson Andrade dos Santos,8
589,Pedro Henrique Alves Santana,41
590,Caio Vidal Rocha,47
591,Vitor Mendes Alves,34
592,Wescley Gomes dos Santos,10
593,Marcelo Henrique Passos Carne,22
594,Paulo Henrique Pereira da Silva,11
595,Marcos Vinicius Santos Goncalves,TC
596,Guilherme Castilho Carvalho -,99
597,Marcos Vinicius Santos Goncalves -,TC
598,Marlon Adriano Prezotti,25
599,Marcos Ytalo Benicio da Silva,27
600,Vinicius Moreira de Lima,45
601,Cristiano Pereira de Oliveira,99
602,Vitor Hugo Naum dos Santos,28
603,Maycon Vinicius Ferreira da Cruz,11
604,Leonardo Cittadini,18
605,Gilberto Oliveira Souza Junior,9
606,Luis Antonio da Rocha Junior,29
607,Matheus Galdezani,20
608,Matheus Bahia Santos,79
609,Edson Fernando da Silva Gomes,35
610,Diego Ribas da Cunha,10
611,Weverson Moreira da Costa,26
612,Leonardo Rech Ortiz,3
613,Tomas Esteban Cuello,28
614,Mauricio Nogueira Barbieri,TC
615,Felipe Jonatan Rocha Andrade,3
616,Luiz Felipe do Nascimento dos Santos,2
617,Carlos Andres Sanchez Arcosa,7
618,Mario Sergio Santos Costa,11
619,Vinicius Nelson de Souza Zanocelo,25
620,Marcos Leonardo Santos Almeida,36
621,Fernando Diniz Silva,TC
622,Geuvanio Santos da Silva Lima,50
623,Anselmo Ramon Alves Herculano,9
624,Jenison de Jesus Brito E Brito,9
625,Paulo Marcos de Jesus Ribeiro,4
626,Wesley Ribeiro Silva,11
627,Abel Fernando Moreira Ferreira,TC
628,Vitor Ilidio Castanheiras Penas,AT
629,Jose Roberto Assunçao de Araujo Filho,20
630,Eder Ferreira Graminho,4
631,Marcus Vinicius Oliveira Alencar,47
632,Welington Damascena Santos,34
633,Alejandro Gabriel Kohan,AT
634,Emiliano Ariel Rigoni,77
635,Reinaldo Manoel da Silva,6
636,Igor Vinicius de Souza,2
637,Martin Nicolas Benitez,8
638,Rodrigo Caio Coquette Russo,3
639,Willian Souza Arao da Silva,5
640,Filipe Luis Kasmirski,16
641,MDMarcio Alves Tannure -,
642,Felipe Melo de Carvalho,30
643,Frederico Chaves Guedes,9
644,Manoel Messias Silva Carvalho,26
645,Joao Paulo Silva Martins,34
646,Mario Sergio Santos Costa,11
647,Fernando Miguel Kaufmann,1
648,Jose Roberto Assunçao de Araujo Filho,9
649,Joao Paulo Imbernom Sanches,AT
650,Jose Rodolfo Pires Ribeiro,6
651,Mariano Ferreira Filho,25
652,Rosicley Pereira da Silva,7
653,Fernando Henrique do Nascimento Pereira,42
654,Marcio Rafael Ferreira de Souza,13
655,Darlan Pereira Mendes,15
656,Alan Luciano Ruschel,6
657,Jose Vitor Lima Cardoso,5
658,Ramon Rodrigo de Carvalho,23
659,Mauricio Nogueira Barbieri,TC
660,Helio Junio Nunes de Castro,11
661,Guilherme de Jesus da Silva,2
662,Matheus de Vargas,96
663,Luis Antonio Ferreira Rodrigues,15
664,Matheus Isaias dos Santos,16
665,Mauricio Nogueira Barbieri -,TC
666,Marcos Antonio Almeida Silva,77
667,Thiago Ferreira Lopes,19
668,Paulo Roberto Moccelin,94
669,Gustavo Silva de Oliveira,39
670,Pedro Henrique Naressi Machado,31
671,Yuri Alberto Monteiro da Silva,11
672,Gabriel Boschilia,21
673,Thiago Galhardo do Nascimento Rocha,17
674,Diego Vicente Aguirre Camblor,TC
675,Matheus Barcelos da Silva,21
676,Vitor Hugo Naum dos Santos,28
677,Bento Matheus Krepski,99
678,Renato Kayzer de Souza,79
679,Matheus Sousa de Jesus,8
680,Joao Victor da Vitoria Fernandes,7
681,Marcelo Henrique Passos Carne,22
682,Jadson Alves dos Santos,16
683,Vitor Mendes Alves,34
684,Derlan de Oliveira Bento,34
685,MDSamuel Ricardo Banaszeski -,
686,Victor Danilo Cantillo Jimenez,24
687,Marllon Goncalves Jeronimo Borges,3
688,Joao Lucas de Almeida Carvalho,2
689,Anderson Conceicao Benedito -,4
690,Samuel Xavier Brito,2
691,Jhon Adolfo Arias Andrade,21
692,Matheus Sousa de Jesus,8
693,Roni Medeiros de Moura,29
694,Giorgian Daniel de Arrascaeta Benedetti,14
695,Breno Henrique Vasconcelos Lopes,19
696,Felipe Melo de Carvalho,30
697,Danilo dos Santos de Oliveira,28
698,Gabriel Davi Gomes Sara,21
699,Rodrigo Nestor Bertalia,25
700,Joao Miranda de Souza Filho,22
701,Emiliano Ariel Rigoni -,77
702,Antonio Fialho de Carvalho Neto,41
703,Eduardo Jesus Vargas Rojas,10
704,Mariano Ferreira Filho,25
705,Antonio José Cardoso de Oliveira,TC
706,Thiago Heleno Henrique Ferreira,44
707,Bruno Amorim Lazaroni,AT
708,Christian Roberto Alves Cardoso,88
709,Erick Luis Conrado Carvalho,26
710,Eduardo Jesus Vargas Rojas -,10
711,Victor Leandro Cuesta,15
712,Moises Roberto Barbosa,20
713,Clayson Henrique da Silva Vieira,10
714,Osman de Menezes Venancio Junior,20
715,Paulo Marcos de Jesus Ribeiro,4
716,Moises Roberto Barbosa -,20
717,Marlon Adriano Prezotti,25
718,Vinicius Goes Barbosa de Souza,29
719,Alexandre Faganello,AT
