id,nome,campeonatoId,arbitroId,rodada,data,horario,horarioInt,horas,periodo,estadio,casa,visitante,numAmarelos,numVermelhos
157,158 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,16,09/07/2022,20:30,1230,20,Noite,Hailé Pinheiro / Goiania,19,5,3,0
158,159 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,15,16,10/07/2022,19:00,1140,19,Noite,Arena Pantanal / Cuiaba,13,8,3,3
159,160 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,16,10/07/2022,11:00,660,11,Manha,Major Antônio Couto Pereira / Curitiba,18,10,5,0
160,161 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,2,17,17/07/2022,19:00,1140,19,Noite,Raimundo Sampaio / Belo Horizonte,17,11,4,0
161,162 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,12,17,16/07/2022,19:00,1140,19,Noite,Estádio Nacional Mané Garrincha / Brasilia,15,18,1,0
162,163 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,4,17,17/07/2022,16:00,960,16,Tarde,Cícero Pompeu de Toledo / Sao Paulo,4,2,6,0
163,164 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,17,18/07/2022,20:00,1200,20,Noite,Allianz Parque / Sao Paulo,6,13,4,0
164,165 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,17,17/07/2022,18:00,1080,18,Noite,Nilton Santos / Rio de Janeiro,8,0,7,0
165,166 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,23,17,17/07/2022,11:00,660,11,Manha,Alfredo Jaconi / Caxias do Sul,10,19,5,0
166,167 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,17,16/07/2022,21:00,1260,21,Noite,Governador Plácido Aderaldo Castelo / Fortaleza,7,9,2,0
167,168 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,17,17/07/2022,18:00,1080,18,Noite,Antônio Accioly / Goiania,14,12,1,0
168,169 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,11,17,16/07/2022,19:00,1140,19,Noite,Aderbal Ramos da Silva / Florianopolis,16,3,8,0
169,170 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,17,16/07/2022,16:30,990,16,Tarde,Joaquim Américo Guimarães / Curitiba,5,1,3,0
170,171 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,18,21/07/2022,20:00,1200,20,Noite,Raimundo Sampaio / Belo Horizonte,17,6,9,0
171,172 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,24,18,20/07/2022,20:30,1230,20,Noite,Estádio Nacional Mané Garrincha / Brasilia,15,10,6,1
172,173 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,25,18,20/07/2022,19:00,1140,19,Noite,Nabi Abi Chedid / Braganca Paulista,11,12,7,0
173,174 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,2,18,20/07/2022,21:30,1290,21,Noite,Arena Corinthians / Sao Paulo,9,18,4,0
174,175 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,18,20/07/2022,21:30,1290,21,Noite,Urbano Caldeira / Santos,3,8,5,0
175,176 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,19,18,20/07/2022,20:30,1230,20,Noite,José Pinheiro Borda / Porto Alegre,1,4,9,1
176,177 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,18,19/07/2022,21:30,1290,21,Noite,Governador Plácido Aderaldo Castelo / Fortaleza,7,16,2,0
177,178 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,11,18,20/07/2022,19:00,1140,19,Noite,Hailé Pinheiro / Goiania,19,2,3,0
178,179 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,18,21/07/2022,19:00,1140,19,Noite,Arena Pantanal / Cuiaba,13,0,3,0
179,180 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,18,20/07/2022,19:30,1170,19,Noite,Joaquim Américo Guimarães / Curitiba,5,14,3,0
180,181 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,19,24/07/2022,18:00,1080,18,Noite,Magalhães Pinto / Belo Horizonte,0,9,3,0
181,182 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,20,19,24/07/2022,16:00,960,16,Tarde,Sylvio Raulino de Oliveira / Volta Redonda,2,11,9,1
182,183 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,19,23/07/2022,19:00,1140,19,Noite,Cícero Pompeu de Toledo / Sao Paulo,4,19,7,1
183,184 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,19,24/07/2022,16:00,960,16,Tarde,Allianz Parque / Sao Paulo,6,1,2,0
184,185 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,19,23/07/2022,21:00,1260,21,Noite,Nilton Santos / Rio de Janeiro,8,5,2,0
185,186 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,6,19,24/07/2022,16:00,960,16,Tarde,Alfredo Jaconi / Caxias do Sul,10,7,4,0
186,187 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,4,19,24/07/2022,19:00,1140,19,Noite,Governador Plácido Aderaldo Castelo / Fortaleza,12,3,8,0
187,188 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,19,24/07/2022,18:00,1080,18,Noite,Antônio Accioly / Goiania,14,17,1,0
188,189 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,19,24/07/2022,11:00,660,11,Manha,Aderbal Ramos da Silva / Florianopolis,16,15,2,0
189,190 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,19,25/07/2022,20:00,1200,20,Noite,Major Antônio Couto Pereira / Curitiba,18,13,9,1
190,191 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,23,20,31/07/2022,18:00,1080,18,Noite,Raimundo Sampaio / Belo Horizonte,17,16,1,0
191,192 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,20,30/07/2022,20:30,1230,20,Noite,Jornalista Mário Filho / Rio de Janeiro,15,14,7,1
192,193 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,20,31/07/2022,19:00,1140,19,Noite,Nabi Abi Chedid / Braganca Paulista,11,10,2,0
193,194 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,20,30/07/2022,19:00,1140,19,Noite,Arena Corinthians / Sao Paulo,9,8,0,0
194,195 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,20,01/08/2022,20:00,1200,20,Noite,Urbano Caldeira / Santos,3,2,9,0
195,196 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,12,20,31/07/2022,16:00,960,16,Tarde,José Pinheiro Borda / Porto Alegre,1,0,2,0
196,197 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,20,30/07/2022,16:30,990,16,Tarde,Governador Plácido Aderaldo Castelo / Fortaleza,7,6,6,1
197,198 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,2,20,30/07/2022,16:30,990,16,Tarde,Hailé Pinheiro / Goiania,19,18,3,1
198,199 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,24,20,31/07/2022,18:00,1080,18,Noite,Arena Pantanal / Cuiaba,13,12,7,0
199,200 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,19,20,31/07/2022,16:00,960,16,Tarde,Joaquim Américo Guimarães / Curitiba,5,4,7,0
200,201 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,21,07/08/2022,19:00,1140,19,Noite,Magalhães Pinto / Belo Horizonte,0,5,3,0
201,202 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,12,21,07/08/2022,16:00,960,16,Tarde,Jornalista Mário Filho / Rio de Janeiro,2,13,3,0
202,203 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,21,06/08/2022,20:30,1230,20,Noite,Cícero Pompeu de Toledo / Sao Paulo,4,15,4,0
203,204 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,21,07/08/2022,16:00,960,16,Tarde,Allianz Parque / Sao Paulo,6,19,5,0
204,205 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,21,06/08/2022,16:30,990,16,Tarde,Nilton Santos / Rio de Janeiro,8,7,7,0
205,206 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,26,21,06/08/2022,16:30,990,16,Tarde,Alfredo Jaconi / Caxias do Sul,10,17,3,0
206,207 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,2,21,07/08/2022,18:00,1080,18,Noite,Governador Plácido Aderaldo Castelo / Fortaleza,12,1,6,1
