id,nome,campeonatoId,arbitroId,rodada,data,horario,horarioInt,horas,periodo,estadio,casa,visitante,numAmarelos,numVermelhos
89,90 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,9,03/06/2023,18:30,1110,18,Noite,Raimundo Sampaio / Belo Horizonte,18,6,1,0
90,91 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,10,11/06/2023,18:30,1110,18,Noite,Jornalista Mário Filho / Rio de Janeiro,0,12,3,0
91,92 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,6,10,10/06/2023,21:00,1260,21,Noite,Nilton Santos / Rio de Janeiro,2,16,7,1
92,93 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,5,10,11/06/2023,16:00,960,16,Tarde,Cícero Pompeu de Toledo / Sao Paulo,3,4,7,1
93,94 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,23,10,10/06/2023,18:30,1110,18,Noite,Arena Corinthians / Sao Paulo,6,5,6,0
94,95 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,17,10,11/06/2023,18:30,1110,18,Noite,Hailé Pinheiro / Goiania,15,19,6,0
95,96 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,10,10/06/2023,18:30,1110,18,Noite,Magalhães Pinto / Belo Horizonte,10,8,5,0
96,97 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,8,10,11/06/2023,16:00,960,16,Tarde,José Pinheiro Borda / Porto Alegre,17,11,5,0
97,98 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,14,10,10/06/2023,16:00,960,16,Tarde,Major Antônio Couto Pereira / Curitiba,1,13,4,1
98,99 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,10,10/06/2023,18:30,1110,18,Noite,Octávio Mangabeira / Salvador,9,7,6,0
99,100 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,10,11/06/2023,11:00,660,11,Manha,Magalhães Pinto / Belo Horizonte,18,14,6,0
100,101 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,11,21/06/2023,21:30,1290,21,Noite,Sylvio Raulino de Oliveira / Volta Redonda,19,10,8,1
101,102 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,24,11,22/06/2023,20:00,1200,20,Noite,São Januário / Rio de Janeiro,11,15,5,0
102,103 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,11,21/06/2023,19:00,1140,19,Noite,Cícero Pompeu de Toledo / Sao Paulo,3,14,6,0
103,104 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,17,11,21/06/2023,20:00,1200,20,Noite,Urbano Caldeira / Santos,13,6,6,0
104,105 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,11,22/06/2023,21:30,1290,21,Noite,Nabi Abi Chedid / Braganca Paulista,8,0,0,0
105,106 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,11,11,21/06/2023,19:00,1140,19,Noite,Magalhães Pinto / Belo Horizonte,7,16,9,0
106,107 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,8,11,22/06/2023,19:00,1140,19,Noite,Arena do Grêmio / Porto Alegre,12,18,2,1
107,108 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,23,11,22/06/2023,20:00,1200,20,Noite,Major Antônio Couto Pereira / Curitiba,1,17,6,0
108,109 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,6,11,21/06/2023,21:30,1290,21,Noite,Octávio Mangabeira / Salvador,9,4,7,0
109,110 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,12,11,22/06/2023,20:00,1200,20,Noite,Arena Pantanal / Cuiaba,5,2,3,0
110,111 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,12,24/06/2023,18:30,1110,18,Noite,Jornalista Mário Filho / Rio de Janeiro,19,9,1,1
111,112 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,12,26/06/2023,21:00,1260,21,Noite,Luso Brasileiro / Rio de Janeiro,11,5,10,1
112,113 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,12,25/06/2023,16:00,960,16,Tarde,Allianz Parque / Sao Paulo,4,2,5,0
113,114 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,6,12,25/06/2023,18:30,1110,18,Noite,Urbano Caldeira / Santos,13,0,3,0
114,115 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,14,12,25/06/2023,18:30,1110,18,Noite,Nabi Abi Chedid / Braganca Paulista,8,15,4,0
115,116 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,12,24/06/2023,21:00,1260,21,Noite,Raimundo Sampaio / Belo Horizonte,7,3,5,0
116,117 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,12,25/06/2023,16:00,960,16,Tarde,Arena do Grêmio / Porto Alegre,12,1,6,1
117,118 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,12,24/06/2023,16:00,960,16,Tarde,Ligga Arena / Curitiba,14,6,7,0
118,119 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,17,12,24/06/2023,18:30,1110,18,Noite,Governador Plácido Aderaldo Castelo / Fortaleza,16,10,2,1
119,120 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,12,12,25/06/2023,18:30,1110,18,Noite,Raimundo Sampaio / Belo Horizonte,18,17,3,0
120,121 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,13,01/07/2023,18:30,1110,18,Noite,Jornalista Mário Filho / Rio de Janeiro,0,16,2,0
121,122 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,5,13,02/07/2023,16:00,960,16,Tarde,Nilton Santos / Rio de Janeiro,2,11,7,0
122,123 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,13,01/07/2023,16:00,960,16,Tarde,Cícero Pompeu de Toledo / Sao Paulo,3,19,4,0
123,124 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,8,13,02/07/2023,11:00,660,11,Manha,Arena Corinthians / Sao Paulo,6,8,5,0
124,125 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,15,13,03/07/2023,20:00,1200,20,Noite,Hailé Pinheiro / Goiania,15,1,14,0
125,126 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,6,13,02/07/2023,16:00,960,16,Tarde,Magalhães Pinto / Belo Horizonte,10,18,5,1
126,127 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,13,01/07/2023,21:00,1260,21,Noite,José Pinheiro Borda / Porto Alegre,17,7,10,1
127,128 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,24,13,02/07/2023,16:00,960,16,Tarde,Ligga Arena / Curitiba,14,4,5,1
128,129 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,20,13,01/07/2023,18:30,1110,18,Noite,Octávio Mangabeira / Salvador,9,12,6,0
129,130 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,14,13,02/07/2023,18:30,1110,18,Noite,Arena Pantanal / Cuiaba,5,13,2,0
130,131 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,19,14,09/07/2023,16:00,960,16,Tarde,Jornalista Mário Filho / Rio de Janeiro,19,17,5,0
131,132 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,14,08/07/2023,16:00,960,16,Tarde,São Januário / Rio de Janeiro,11,7,5,0
132,133 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,14,08/07/2023,21:00,1260,21,Noite,Allianz Parque / Sao Paulo,4,0,5,0
133,134 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,11,14,09/07/2023,11:00,660,11,Manha,Urbano Caldeira / Santos,13,15,8,3
134,135 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,5,14,09/07/2023,16:00,960,16,Tarde,Nabi Abi Chedid / Braganca Paulista,8,3,4,0
135,136 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,14,08/07/2023,18:30,1110,18,Noite,Magalhães Pinto / Belo Horizonte,10,6,5,0
136,137 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,12,14,09/07/2023,18:30,1110,18,Noite,Arena do Grêmio / Porto Alegre,12,2,7,0
137,138 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,14,08/07/2023,18:30,1110,18,Noite,Major Antônio Couto Pereira / Curitiba,20,21,8,0
138,139 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,23,14,09/07/2023,18:30,1110,18,Noite,Governador Plácido Aderaldo Castelo / Fortaleza,16,14,7,0
139,140 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,14,08/07/2023,16:00,960,16,Tarde,Arena Pantanal / Cuiaba,5,9,6,0
140,141 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,16,15,16/07/2023,16:00,960,16,Tarde,Jornalista Mário Filho / Rio de Janeiro,19,0,14,0
141,142 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,3,15,15/07/2023,21:00,1260,21,Noite,Nilton Santos / Rio de Janeiro,2,8,2,0
142,143 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,15,16/07/2023,16:00,960,16,Tarde,Cícero Pompeu de Toledo / Sao Paulo,3,13,8,0
143,144 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,6,15,18/09/2023,21:00,1260,21,Noite,Arena Corinthians / Sao Paulo,6,12,2,0
144,145 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,5,15,17/07/2023,20:00,1200,20,Noite,Hailé Pinheiro / Goiania,15,10,9,1
145,146 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,17,15,16/07/2023,11:00,660,11,Manha,Raimundo Sampaio / Belo Horizonte,7,20,5,0
146,147 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,15,16/07/2023,18:30,1110,18,Noite,José Pinheiro Borda / Porto Alegre,17,4,5,0
147,148 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,7,15,16/07/2023,18:30,1110,18,Noite,Ligga Arena / Curitiba,14,9,3,0
148,149 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,25,15,16/07/2023,16:00,960,16,Tarde,Governador Plácido Aderaldo Castelo / Fortaleza,16,5,11,0
149,150 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,1,15,25/09/2023,20:00,1200,20,Noite,Raimundo Sampaio / Belo Horizonte,22,11,5,2
150,151 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,0,16,22/07/2023,16:00,960,16,Tarde,Jornalista Mário Filho / Rio de Janeiro,0,22,6,0
151,152 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,2,16,23/07/2023,18:30,1110,18,Noite,São Januário / Rio de Janeiro,11,14,6,1
