id,partidaId,timeId,jogadorId,tempo,minuto,minutoGeral,jogador,time,horarioInt,horarioString
0,0,0,0,1,17:00,17,Gabriel Barbosa Almeida,Flamengo,977,16:17
1,0,0,1,2,35:00,80,Fabricio Bruno Soares de Faria,Flamengo,1055,17:35
2,0,0,2,2,43:00,88,Mario Sergio Santos Costa,Flamengo,1063,17:43
3,0,1,3,1,22:00,22,Ocimar de Almeida Junior,Coritiba,982,16:22
4,0,1,4,1,30:00,30,William de Oliveira Pottker,Coritiba,990,16:30
5,0,1,5,2,48:00,93,Jose Roberto Assunçao de Araujo Filho,Coritiba,1068,17:48
6,1,3,6,2,03:00,48,Jonathan Calleri,São Paulo,1173,19:33
7,1,3,7,1,08:00,8,Jhegson Sebastian Mendez Carabali,São Paulo,1118,18:38
8,1,2,8,2,34:00,79,Carlos Eduardo de Oliveira Alves,Botafogo,1204,20:04
9,1,2,9,2,39:00,84,Victor Leandro Cuesta,Botafogo,1209,20:09
10,1,2,10,1,45:00,45,Leonel Di Placido,Botafogo,1155,19:15
11,2,4,11,2,20:00,65,Jhonatan dos Santos Rosa,Palmeiras,1040,17:20
12,2,4,12,1,37:00,37,Jose Manuel Alberto Lopez,Palmeiras,997,16:37
13,2,4,13,1,41:00,41,Abel Fernando Moreira Ferreira,Palmeiras,1001,16:41
14,2,4,14,1,41:00,41,TGVitor Ilidio Castanheiras Penas,Palmeiras,1001,16:41
15,2,5,15,2,02:00,47,Mateus da Silva Duarte,Cuiabá Saf,1022,17:02
16,2,5,16,1,06:00,6,Deyverson Brum Silva,Cuiabá Saf,966,16:06
17,2,5,17,2,07:00,52,Filipe Augusto Carvalho Souza,Cuiabá Saf,1027,17:07
18,2,5,18,1,48:00,48,Jonathan Renato Barbosa,Cuiabá Saf,1008,16:48
19,3,6,21,2,28:00,73,Fagner Conserva Lemos,Corinthians,1048,17:28
20,3,6,22,2,44:00,89,Roger Krug Guedes,Corinthians,1064,17:44
21,3,6,23,1,47:00,47,Roni Medeiros de Moura,Corinthians,1007,16:47
22,3,6,24,1,45:00,45,Fausto Mariano Vera,Corinthians,1005,16:45
23,3,7,25,2,21:00,66,Maycon Vinicius Ferreira da Cruz,Cruzeiro Saf,1041,17:21
24,3,7,26,2,39:00,84,Lucas da Cruz Oliveira,Cruzeiro Saf,1059,17:39
25,4,9,27,1,21:00,21,Francisco Vitor Silva Costa,Bahia,1131,18:51
26,4,8,28,2,27:00,72,Luis Antonio da Rocha Junior,Red Bull Bragantino,1197,19:57
27,4,8,29,2,38:00,83,Lucas Alexandre Galdino de Azevedo,Red Bull Bragantino,1208,20:08
28,4,8,30,1,40:00,40,Jadsom Meemyas de Oliveira da Silva,Red Bull Bragantino,1150,19:10
29,5,10,31,2,05:00,50,Renzo Saravia,Atlético Mineiro,1325,22:05
30,5,10,32,2,13:00,58,Otavio Henrique Passos Santos,Atlético Mineiro,1333,22:13
31,5,10,33,2,23:00,68,Federico Matias Zaracho,Atlético Mineiro,1343,22:23
32,5,10,34,2,35:00,80,Givanildo Vieira de Sousa,Atlético Mineiro,1355,22:35
33,5,10,35,1,37:00,37,Cristian David Pavon,Atlético Mineiro,1297,21:37
34,5,10,36,2,52:00,97,Paolo Mauricio Lemos Merladett,Atlético Mineiro,1372,22:52
35,5,11,37,2,05:00,50,Andrey Nascimento dos Santos,Vasco da Gama S.a.f.,1325,22:05
36,5,11,38,2,08:00,53,Pedro Raul Garay da Silva,Vasco da Gama S.a.f.,1328,22:08
37,5,11,39,2,19:00,64,Robson Alves de Barros,Vasco da Gama S.a.f.,1339,22:19
38,5,11,40,2,32:00,77,Gabriel Fortes Chaves,Vasco da Gama S.a.f.,1352,22:32
39,5,11,41,2,52:00,97,Rodrigo Alves de Holanda Santos,Vasco da Gama S.a.f.,1372,22:52
40,6,13,43,2,05:00,50,Douglas Moreira Fagundes,Santos,1175,19:35
41,6,13,44,1,32:00,32,Guilherme de Aguiar Camacho,Santos,1142,19:02
42,6,13,45,2,38:00,83,Yeferson Julio Soteldo Martinez,Santos,1208,20:08
43,6,12,46,1,29:00,29,Vinicius Goes Barbosa de Souza,Grêmio,1139,18:59
44,6,12,47,2,35:00,80,Walter Kannemann,Grêmio,1205,20:05
45,6,12,48,2,38:00,83,Darlan Pereira Mendes,Grêmio,1208,20:08
46,7,15,50,1,21:00,21,Sidimar Fernando Cigolini,Goiás,1131,18:51
47,7,15,51,2,37:00,82,Bruno Ferreira Melo,Goiás,1207,20:07
48,7,15,52,2,49:00,94,Jhonny Lucas Flora Barboza,Goiás,1219,20:19
49,7,14,53,1,10:00,10,Pedro Henrique Ribeiro Goncalves,Athletico Paranaense,1120,18:40
50,7,14,54,1,40:00,40,Antonio Carlos Pracidelli,Athletico Paranaense,1150,19:10
51,7,14,55,2,47:00,92,Pablo Felipe Teixeira,Athletico Paranaense,1217,20:17
52,8,17,56,2,12:00,57,Sidnei de Espirito,Internacional,1182,19:42
53,8,17,57,2,54:00,99,Rodrigo Modesto da Silva Moledo,Internacional,1224,20:24
54,8,16,58,2,14:00,59,Guilherme Augusto Vieira dos Santos,Fortaleza,1184,19:44
55,8,16,59,2,52:00,97,Emanuel Britez,Fortaleza,1222,20:22
56,9,19,60,1,40:00,40,Vitor Mendes Alves,Fluminense,1000,16:40
57,9,19,61,1,46:00,46,John Kennedy Batista de Souza,Fluminense,1006,16:46
58,9,18,62,2,03:00,48,Severino do Ramo Clementino da Silva,América Fc Saf,1023,17:03
59,9,18,63,2,21:00,66,Regis Angeli,América Fc Saf,1041,17:21
60,9,18,64,2,37:00,82,PFLucas Vinicius O. do Nascimento,América Fc Saf,1057,17:37
61,9,18,65,1,41:00,41,Iago Justen Maidana Martins,América Fc Saf,1001,16:41
62,9,18,66,1,48:00,48,Eder Ferreira Graminho,América Fc Saf,1008,16:48
63,10,19,67,2,33:00,78,Marcos da Silva Franca,Fluminense,1053,17:33
64,10,19,68,1,47:00,47,Samuel Xavier Brito,Fluminense,1007,16:47
65,10,19,69,2,48:00,93,Thiago dos Santos,Fluminense,1068,17:48
66,10,14,70,2,05:00,50,Erick Luis Conrado Carvalho,Athletico Paranaense,1025,17:05
67,10,14,71,2,15:00,60,Pedro Henrique Azevedo Pereira,Athletico Paranaense,1035,17:15
68,10,14,72,1,18:00,18,Pablo Felipe Teixeira,Athletico Paranaense,978,16:18
69,11,4,73,1,15:00,15,Jose Rafael Vivian,Palmeiras,975,16:15
70,11,4,74,1,32:00,32,Gabriel Vinicius Menino,Palmeiras,992,16:32
71,11,4,75,2,44:00,89,Murilo Cerqueira Paim,Palmeiras,1064,17:44
72,11,11,76,1,06:00,6,Jair Rodrigues Junior,Vasco da Gama S.a.f.,966,16:06
73,11,11,77,1,11:00,11,Lucas Piton Crivellaro,Vasco da Gama S.a.f.,971,16:11
74,11,11,78,2,11:00,56,Pedro Raul Garay da Silva,Vasco da Gama S.a.f.,1031,17:11
75,11,11,79,2,39:00,84,Gabriel Fortes Chaves,Vasco da Gama S.a.f.,1059,17:39
76,12,3,80,1,15:00,15,Pablo Gonçalves Maia Fortunato,São Paulo,1125,18:45
77,12,3,81,2,26:00,71,Dorival Silvestre Junior,São Paulo,1196,19:56
78,12,3,82,2,26:00,71,Luciano da Rocha Neves,São Paulo,1196,19:56
79,12,3,83,1,30:00,30,Patryck Lanza dos Reis,São Paulo,1140,19:00
80,12,3,84,1,44:00,44,Rai dos Reis Ramos,São Paulo,1154,19:14
81,12,3,85,2,50:00,95,Marcos Paulo Costa do Nascimento,São Paulo,1220,20:20
82,12,18,86,1,32:00,32,Lucas Kal Schenfeld Prigioli,América Fc Saf,1142,19:02
83,12,18,87,2,34:00,79,Eder Ferreira Graminho,América Fc Saf,1204,20:04
84,12,18,88,1,47:00,47,Everaldo Silva do Nascimento,América Fc Saf,1157,19:17
85,13,10,89,2,42:00,87,Otavio Henrique Passos Santos,Atlético Mineiro,1062,17:42
86,13,10,90,1,43:00,43,Hyoran Kaue Dalmoro,Atlético Mineiro,1003,16:43
87,13,10,91,2,47:00,92,Mariano Ferreira Filho,Atlético Mineiro,1067,17:47
88,13,13,92,2,31:00,76,Rodrigo Fernandez Cedres,Santos,1051,17:31
89,13,13,93,1,43:00,43,Douglas Moreira Fagundes,Santos,1003,16:43
90,13,13,94,2,49:00,94,Luan Dias da Silva,Santos,1069,17:49
91,14,6,95,2,07:00,52,Fausto Mariano Vera,Corinthians,1207,20:07
92,14,6,96,1,20:00,20,Fabio Santos Romeu,Corinthians,1160,19:20
93,14,15,97,2,22:00,67,Jose Ricardo Araujo Fernandes,Goiás,1222,20:22
94,14,15,98,1,25:00,25,Bruno Ferreira Melo,Goiás,1165,19:25
95,14,15,99,2,36:00,81,Julian Eduardo Palacios,Goiás,1236,20:36
96,14,15,100,2,38:00,83,Lucas Halter,Goiás,1238,20:38
97,14,15,101,1,48:00,48,Matheus Vieira Campos Peixoto,Goiás,1188,19:48
98,15,12,102,2,03:00,48,Luis Alberto Suarez Diaz,Grêmio,1323,22:03
99,15,12,103,2,54:00,99,Walter Kannemann,Grêmio,1374,22:54
100,15,7,104,2,12:00,57,Richard Candido Coelho,Cruzeiro Saf,1332,22:12
101,15,7,105,2,14:00,59,Lucas da Cruz Oliveira,Cruzeiro Saf,1334,22:14
102,15,7,106,2,22:00,67,Marlon Rodrigues Xavier,Cruzeiro Saf,1342,22:22
103,15,7,107,1,35:00,35,Ramiro Moschen Benetti,Cruzeiro Saf,1295,21:35
104,15,7,108,1,42:00,42,Gilberto Oliveira Souza Junior,Cruzeiro Saf,1302,21:42
105,16,17,110,1,16:00,16,Luiz Antonio Venker Menezes,Internacional,676,11:16
106,16,17,111,1,29:00,29,Vitor Eduardo da Silva Matos,Internacional,689,11:29
107,16,17,112,1,43:00,43,Gustavo Campanharo,Internacional,703,11:43
108,16,17,113,2,54:00,99,Mauricio Magalhaes Prado,Internacional,774,12:54
109,17,1,114,2,23:00,68,Alef Mangueira Severino Pereira,Coritiba,1193,19:53
110,17,16,115,2,23:00,68,Calebe Gonçalves Ferreira da Silva,Fortaleza,1193,19:53
111,17,16,116,2,26:00,71,Emanuel Britez,Fortaleza,1196,19:56
112,18,9,117,2,46:00,91,Gabriel Teixeira Aragao,Bahia,1306,21:46
113,18,2,118,2,27:00,72,Francisco das Chagas Soares dos Santos,Botafogo,1287,21:27
114,18,2,119,2,46:00,91,Leonel Di Placido,Botafogo,1306,21:46
115,19,8,120,1,18:00,18,Henry David Mosquera Sanchez,Red Bull Bragantino,1128,18:48
116,19,8,121,1,47:00,47,Luis Antonio da Rocha Junior,Red Bull Bragantino,1157,19:17
117,19,8,122,2,48:00,93,Thiago Nicolas Borbas Silva,Red Bull Bragantino,1218,20:18
118,19,5,123,2,13:00,58,Marllon Goncalves Jeronimo Borges,Cuiabá Saf,1183,19:43
119,19,5,124,1,43:00,43,Pablo Daniel Ceppelini Gatto,Cuiabá Saf,1153,19:13
120,19,5,125,1,46:00,46,Denilson Alves Borges,Cuiabá Saf,1156,19:16
121,20,0,126,1,28:00,28,Gabriel Barbosa Almeida,Flamengo,988,16:28
122,20,0,127,2,28:00,73,David Luiz Moreira Marinho,Flamengo,1048,17:28
123,20,0,128,2,34:00,79,Thiago Maia Alencar,Flamengo,1054,17:34
124,20,0,129,1,42:00,42,Arturo Erasmo Vidal Pardo,Flamengo,1002,16:42
125,20,2,130,2,11:00,56,Luis Manuel Ribeiro de Castro,Botafogo,1031,17:11
126,20,2,131,2,39:00,84,Francisco das Chagas Soares dos Santos,Botafogo,1059,17:39
127,20,2,132,1,47:00,47,Rafael Pereira da Silva,Botafogo,1007,16:47
128,20,2,133,2,56:00,101,Victor Leandro Cuesta,Botafogo,1076,17:56
129,21,9,136,2,07:00,52,Ademir da Silva Santos Junior,Bahia,1267,21:07
130,21,9,137,1,18:00,18,Nicolas Brian Acevedo Tabarez,Bahia,1218,20:18
131,21,9,138,1,30:00,30,Matheus Bahia Santos,Bahia,1230,20:30
132,21,9,139,2,51:00,96,Francisco Vitor Silva Costa,Bahia,1311,21:51
133,21,11,140,2,09:00,54,Mauricio Nogueira Barbieri,Vasco da Gama S.a.f.,1269,21:09
134,21,11,141,1,41:00,41,Andrey Nascimento dos Santos,Vasco da Gama S.a.f.,1241,20:41
135,22,6,142,1,21:00,21,Roger Krug Guedes,Corinthians,1131,18:51
136,22,6,143,2,27:00,72,Giuliano Victor de Paula,Corinthians,1197,19:57
137,22,6,144,2,31:00,76,Eduardo Santos Queiroz,Corinthians,1201,20:01
138,22,4,145,2,09:00,54,Mayke Rocha de Oliveira,Palmeiras,1179,19:39
139,22,4,146,1,13:00,13,Abel Fernando Moreira Ferreira,Palmeiras,1123,18:43
140,22,4,147,1,14:00,14,Joao Miguel Barreto Martins,Palmeiras,1124,18:44
141,22,4,148,2,27:00,72,Rafael Navarro Leal,Palmeiras,1197,19:57
142,22,4,149,1,38:00,38,Joaquin Piquerez Moreira,Palmeiras,1148,19:08
143,23,13,150,1,26:00,26,Douglas Moreira Fagundes,Santos,1136,18:56
144,23,13,151,1,32:00,32,Nathan Santos de Araújo,Santos,1142,19:02
145,23,13,152,1,48:00,48,Rodrigo Fernandez Cedres,Santos,1158,19:18
146,23,13,153,2,52:00,97,TGSebastiao Martins de Oliveira Junior,Santos,1222,20:22
147,23,18,154,2,26:00,71,Everaldo Silva do Nascimento,América Fc Saf,1196,19:56
148,23,18,155,1,28:00,28,Eder Ferreira Graminho,América Fc Saf,1138,18:58
149,23,18,156,1,43:00,43,Alexandre Egea,América Fc Saf,1153,19:13
150,23,18,157,2,46:00,91,Iago Justen Maidana Martins,América Fc Saf,1216,20:16
151,24,8,159,2,21:00,66,Jadsom Meemyas de Oliveira da Silva,Red Bull Bragantino,1191,19:51
152,24,8,160,2,21:00,66,Thiago Nicolas Borbas Silva,Red Bull Bragantino,1191,19:51
153,24,8,161,2,33:00,78,Cleiton Schwengber,Red Bull Bragantino,1203,20:03
154,24,8,162,1,37:00,37,Helio Junio Nunes de Castro,Red Bull Bragantino,1147,19:07
155,24,7,163,2,27:00,72,Luciano Castan da Silva,Cruzeiro Saf,1197,19:57
156,24,7,164,1,32:00,32,Ramiro Moschen Benetti,Cruzeiro Saf,1142,19:02
157,24,7,165,2,32:00,77,Hueglo dos Santos Neris,Cruzeiro Saf,1202,20:02
158,25,10,168,2,22:00,67,Paolo Mauricio Lemos Merladett,Atlético Mineiro,1342,22:22
159,25,10,169,1,29:00,29,Rever Humberto Alves de Araujo,Atlético Mineiro,1289,21:29
160,25,10,170,2,53:00,98,Everson Felipe Marques Pires,Atlético Mineiro,1373,22:53
161,25,14,171,2,18:00,63,Alex Paulo Menezes Santana,Athletico Paranaense,1338,22:18
162,25,14,172,2,39:00,84,Leonardo Matias Baiersdorf Linck,Athletico Paranaense,1359,22:39
163,25,14,173,2,39:00,84,Paulo Cesar Turra,Athletico Paranaense,1359,22:39
164,25,14,174,2,53:00,98,Agustin Canobbio Graviz,Athletico Paranaense,1373,22:53
165,26,17,176,2,12:00,57,Alan Patrick Lourenço,Internacional,1182,19:42
166,26,17,177,2,26:00,71,Gabriel Ivan Mercado,Internacional,1196,19:56
167,26,17,178,1,46:00,46,Carlos Maria de Pena Bonino,Internacional,1156,19:16
168,26,17,179,2,51:00,96,Alexandre Zurawski,Internacional,1221,20:21
169,26,15,180,2,15:00,60,Magno Jose da Silva,Goiás,1185,19:45
170,27,3,182,2,33:00,78,Michel Daryl Araujo Villar,São Paulo,1083,18:03
171,27,1,183,2,20:00,65,Gabriel Vasconcelos Ferreira,Coritiba,1070,17:50
172,27,1,184,2,25:00,70,Kaio Cesar Andrade Lima,Coritiba,1075,17:55
173,27,1,185,1,33:00,33,Benjamin Kuscevic Jaramillo,Coritiba,1023,17:03
174,27,1,186,1,36:00,36,Bruno Gomes da Silva Clevelario,Coritiba,1026,17:06
175,28,19,187,1,19:00,19,Gabriel Cordeiro Pirani,Fluminense,1009,16:49
176,28,19,188,1,22:00,22,John Kennedy Batista de Souza,Fluminense,1012,16:52
177,28,19,189,2,41:00,86,Marcos da Silva Franca,Fluminense,1091,18:11
178,29,12,190,2,35:00,80,Walter Kannemann,Grêmio,1205,20:05
179,29,12,191,1,36:00,36,Lucas Eduardo Muller,Grêmio,1146,19:06
180,29,12,192,1,39:00,39,Bruno Fabiano Alves,Grêmio,1149,19:09
181,29,12,193,2,42:00,87,Diogo Barbosa Mendanha,Grêmio,1212,20:12
182,29,12,194,2,46:00,91,Joao Paulo de Souza Mares,Grêmio,1216,20:16
183,29,5,195,1,17:00,17,Honorato Jose Santos Correia de Souza,Cuiabá Saf,1127,18:47
184,29,5,196,2,25:00,70,Ronald dos Santos Lopes,Cuiabá Saf,1195,19:55
185,29,5,197,1,34:00,34,Itaro Patric Cardoso Calmon,Cuiabá Saf,1144,19:04
186,29,5,198,2,35:00,80,Deyverson Brum Silva,Cuiabá Saf,1205,20:05
187,29,5,199,1,55:00,55,Raniele Almeida Melo,Cuiabá Saf,1165,19:25
188,30,19,201,2,32:00,77,John Kennedy Batista de Souza,Fluminense,1352,22:32
189,30,19,202,1,40:00,40,André Trindade da Costa Neto,Fluminense,1300,21:40
190,30,19,203,1,43:00,43,Felipe Melo de Carvalho,Fluminense,1303,21:43
191,30,19,204,1,44:00,44,Fernando Diniz Silva,Fluminense,1304,21:44
192,30,11,205,1,46:00,46,Leonardo Cesar Jardim,Vasco da Gama S.a.f.,1306,21:46
193,30,11,206,2,47:00,92,Lucas Figueiredo dos Santos,Vasco da Gama S.a.f.,1367,22:47
194,30,11,207,2,49:00,94,Eguinaldo de Sousa Lemos,Vasco da Gama S.a.f.,1369,22:49
195,31,10,208,2,08:00,53,Paolo Mauricio Lemos Merladett,Atlético Mineiro,1178,19:38
196,31,10,209,1,28:00,28,Rubens Antonio Dias,Atlético Mineiro,1138,18:58
197,31,10,210,1,39:00,39,Rodrigo Andrés Battaglia,Atlético Mineiro,1149,19:09
198,31,2,211,2,17:00,62,Lucas Fernandes da Silva,Botafogo,1187,19:47
199,32,3,212,2,13:00,58,Gabriel Neves Perdomo,São Paulo,1033,17:13
200,32,3,213,2,36:00,81,Wellington Soares da Silva,São Paulo,1056,17:36
201,32,3,214,1,46:00,46,Marcio Rafael Ferreira de Souza,São Paulo,1006,16:46
202,32,17,215,2,13:00,58,Mauricio Magalhaes Prado,Internacional,1033,17:13
203,32,17,216,2,22:00,67,Gabriel Ivan Mercado,Internacional,1042,17:22
204,32,17,217,2,33:00,78,Rodrigo Modesto da Silva Moledo,Internacional,1053,17:33
205,32,17,218,2,41:00,86,Lucca Holanda Sampaio Tavares,Internacional,1061,17:41
206,33,6,219,2,16:00,61,Fausto Mariano Vera,Corinthians,1276,21:16
207,33,6,220,2,31:00,76,Murillo Santiago Costa dos Santos,Corinthians,1291,21:31
208,33,16,221,1,12:00,12,Bruno de Jesus Pacheco,Fortaleza,1212,20:12
209,33,16,222,2,53:00,98,Silvio Ezequiel Romero,Fortaleza,1313,21:53
210,34,4,223,2,20:00,65,Joaquin Piquerez Moreira,Palmeiras,1190,19:50
211,34,4,224,1,24:00,24,Mayke Rocha de Oliveira,Palmeiras,1134,18:54
212,34,4,225,2,25:00,70,Jose Rafael Vivian,Palmeiras,1195,19:55
213,34,4,226,2,26:00,71,Gustavo Raul Gomez Portillo,Palmeiras,1196,19:56
214,34,4,227,2,36:00,81,Endrick Felipe Moreira de Sousa,Palmeiras,1206,20:06
