id,nome,cbf
91,Marcos Vinicius Serrato,19
92,Wanderson Ferreira de Oliveira,10
93,Renato Palm da Silveira,3
94,Walisson Moreira Farias Maia,4
95,Marcelo Alves Santos,3
96,Rhaldney Norberto Simião Gomes,98
97,Wagner Leonardo Calvelo de Souza,42
98,Welker Marcal Almeida,9
99,Luiz Henrique Beserra dos Santos,97
100,Romercio Pereira da Conceicao,3
101,Anderson Uchoa dos Santos,5
102,Artur Sergio Batista de Souza,6
103,Luiz Severo Junior,17
104,Gilvan Souza Correa,4
105,Guilherme Oliveira Santos,88
106,Rafael da Cunha Jensen,4
107,Anderson Uchoa dos Santos,5
108,Paulo Afonso Bonamigo,TC
109,Geovane Batista de Faria,5
110,Marco Tulio Oliveira Lemos,21
111,Luiz Eduardo Fleuri Pacheco,6
112,Deivid Willian da Silva,15
113,Renato Palm da Silveira,3
114,Diogo Hereda da Silva,2
115,Jose Rodrigo Andrade Ramos,32
116,Bruno Savio da Silva,11
117,Thales Natanael Lira de Matos,3
118,Julio Cesar Czarneski,94
119,Daniel Pollo Barion,TC
120,Julio Cesar Czarneski -,94
121,Daniel dos Santos Cerqueira -,AT
122,Airton Moises Santos Sousa,7
123,Luiz Diallisson de Souza Alves,2
124,Jadson Alves dos Santos -,88
125,Michel Ferreira dos Santos,55
126,Leonardo Rodrigues Lima,7
127,Romulo Borges Monteiro,8
128,Gabriel Martins Terra,10
129,Vitor Monteiro Luiz,23
130,Matheus Nogueira da Silva,1
131,Bruno Matias dos Santos,8
132,MDLuiz Henrique Campos da Motta,
133,Icaro Cosmo da Rocha,4
134,Artur Sergio Batista de Souza,6
135,Alisson Alves Farias,11
136,Hyuri Henrique de Oliveira Costa,9
137,Marthã Fernando Goncalves Pimenta,5
138,Guilherme Kennedy Romao,6
139,Alexandre Melo Ribeiro da Silva,16
140,Luciano Batista da Silva Junior,6
141,Leandro da Silva,2
142,Leonardo Gamalho de Souza,9
143,Wellington Carvalho dos Santos,34
144,Wagner da Silva Souza,13
145,Willian Roberto de Farias,8
146,Gustavo Eliseo Morinigo Vazquez,TC
147,Igor Inocencio de Oliveira,2
148,Victor Hugo da Silva Nunes,17
149,Luiz Henrique dos Santos Junior,6
150,Wanderson Ferreira de Oliveira,10
151,Fagner Ironi Daponte,4
152,Bruno Cesar Pereira Silva,8
153,Claudinei dos Santos Oliveira,TC
154,Eudes Ruan de Sousa Carneiro,21
155,Gerson Rodolfo da Silva,5
156,Bruno Alves de Souza,7
157,Marcelo Alves Santos,3
158,Roberto Heuchayer Santos de Araujo,6
159,Leandro Vilela Sales Teixeira,17
160,Fabio Augusto Schirmann,2
161,Leonardo Naldi de Matos,18
162,Vinicius Alves Xavier,AT
163,Jandir Breno Souza Silva,17
164,Luis Gustavo Lopes Santos,22
165,Marcos Gabriel do Nascimento,31
166,Matias Galarza Fonda,19
167,Matheus dos Santos Miranda,35
168,Andrew Erik Feitosa,10
169,Jean Francisco Martim Candido,18
170,Felipe Camargo de Souza,15
171,Bruno Cesar Pereira Silva,8
172,Iury de Oliveira Nascimento,22
173,Hugo Ferreira de Farias,6
174,Elvis Vieira Araujo,10
175,Lucas Gabriel de Oliveira,16
176,Celsonil Santos de Macedo Junior,20
177,Guilherme Kennedy Romao,6
178,Wesley Frazan Bernardo,4
179,Romulo Souza Orestes Caldeira,27
180,Ramon Menezes Roma,4
181,Vinicius Farias Locatelli,8
182,Ruan Renato Bonifacio Augusto,4
183,Wagner Leonardo Calvelo de Souza,42
184,Pedro Gonzaga,2
185,Chayene Medeiros Oliveira Santos,14
186,Luis Felipe Oyama,5
187,Marcelo de Freitas Costa,14
188,Jean Henrique dos Santos,5
189,Alisson Pelegrini Safira,7
190,Marcondes de Jesus Santos Junior,3
191,Matheus Lima Beltrao Oliveira,20
192,Bruno Savio da Silva,11
193,Bruno da Silva Barbosa,6
194,Eliel da Silva,36
195,Guilherme Augusto Alves Dellatorre,9
196,Julian Bertasso Tobar,AT
197,Lucas Vinicius Dias Costa,23
198,Vitor Costa de Brito,6
199,Iury Lirio Freitas de Castilho,99
200,Maikel Daniel Costa,10
201,TGCelio Jose Rossi,
202,PFGabriel Amadio Teixeira,
203,Djalma Antonio da Silva Filho,6
204,Tomas Almino Bastos da Silva,8
205,Antonio Thomaz Santos de Barros,19
206,Nikolas Souza Trevizo,AT
207,Igor Guilherme Barbosa da Paixao,98
208,Guilherme da Trindade Dubas,18
209,Gerson Rodolfo da Silva,5
210,Nirley da Silva Fonseca,13
211,Bruno Araujo Sena,5
212,Isaque Storoli Gavioli,3
213,Caique Silva Sa,2
214,Luciano Batista da Silva Junior,6
215,Icaro Cosmo da Rocha,4
216,Heverton Cardoso da Silva,13
217,Icaro Cosmo da Rocha -,4
218,Anderson Uchoa dos Santos,5
219,Rafael da Cunha Jensen,4
220,Andrew Erik Feitosa,10
221,Leandro Castan da Silva,5
222,Matias Galarza Fonda,19
223,Ewandro Felipe de Lima Costa,7
224,Hyuri Henrique de Oliveira Costa,9
225,Rafael da Silva Francisco,7
226,Gustavo Costa da Silva Machado,88
227,Fabricio Barros Santana,25
228,Thales Natanael Lira de Matos,3
229,Regis Augusto Salmazzo,78
230,Bruno Savio da Silva,11
231,Diogo Mateus de Almeida Rodrigues Maciel,13
232,Nilton Soares Rodrigues,7
233,Kevin Peterson dos Santos Silva,25
234,Rodrigo Gomes dos Santos,99
235,Victor Hugo Soares dos Santos,2
236,Warley Leandro da Silva,25
237,Pedro Henrique de Castro Silva,33
238,Guilherme Oliveira Santos,88
239,Rafael Bruno Cajueiro da Silva,35
240,Rafael Martiniano de Miranda Moura,9
241,Helio Cezar Pinto dos Anjos,TC
242,Vinicius Santos Silva,7
243,Wagner Leonardo Calvelo de Souza,42
244,Diogo Hereda da Silva,2
245,Cleidson Andrade de Souza Silva,4
246,Matheus Trindade Gonçalves,39
247,Guillermo Miguel Paiva Ayala,19
248,Helio Cezar Pinto dos Anjos -,TC
249,Caio Vinicius da Conceicao,8
250,Ramon Machado de Macedo,9
251,Gabriel Martins Terra,10
252,Heverton Cardoso da Silva,4
253,Gabriel Martins Terra -,10
254,Yago Cesar da Silva,19
255,Thiago Rodrigues de Oliveira Nogueira,1
256,Gabriel Santana Pinto,27
257,Reinaldo Nascimento Satorno,17
258,Cristovam Roberto Ribeiro da Silva,2
259,Luiz Henrique dos Santos Junior,6
260,Tiago Pereira da Silva,17
261,Felipe Augusto Ferreira Batista,22
262,Renie Almeida da Silva,3
263,Fabio Augusto Schirmann,13
264,Leandro Vilela Sales Teixeira,5
265,Weverton Silva de Andrade -,34
266,Romercio Pereira da Conceicao,3
267,Diogo dos Santos Carvalho,15
268,Wellington Nascimento Silva,13
269,Bruno Cesar Pereira Silva,8
270,Jose Renato da Silva Junior,7
271,André Junio Pereira da Silva,90
272,Diego Renan de Lima Ferreira,26
273,PFEdnilson de Sena Goes,
274,Guilherme Santos da Silva,18
275,Bruno Felipe de Oliveira,21
276,Ramon Menezes Hubner,TC
277,Gerson Rodolfo da Silva,5
278,Christofoly Acioly da Silva,20
279,Eduardo Nascimento da Silva Junior,9
280,TGCelio Jose Rossi,
281,Sergio Antonio Borges Junior,5
282,Gilvan Souza Correa,4
283,Matheus Felipe Santos Nascimento,30
284,Bruno da Mota Miranda,22
285,David de Duarte Macedo,3
286,Jean Francisco Martim Candido,18
287,Jean Hebert de Freitas,32
288,Jose Cleylton de Morais dos Santos,23
289,Vinicius Farias Locatelli,8
290,Matheus Silva Ferreira da Costa,TC
291,Leandro Vilela Sales Teixeira,5
292,Rafael Oller Pereira,17
293,Leonardo Rodrigues Lima,7
294,Daniel Amorim Dias da Silva,17
295,Matheus Barbosa Teixeira,17
296,MDDaniel Soares Baumfeld,
297,Matheus Pereira de Souza,6
298,Paulo Eduardo Ferreira Godinho -,33
299,Bruno Gomes da Silva Clevelario -,23
300,Matheus Trindade Gonçalves,39
301,Jean Henrique dos Santos,23
302,Carlos Eduardo Bacila Jatobá,8
303,Bruno Matias dos Santos,8
304,Leandro Camilo de Almeida,3
305,Pablo Fabricio Siles Morales,11
306,Gabriel Bispo dos Santos,8
307,Wallace Reis Silva,4
308,Wilson Rodrigues de Moura Junior,84
309,Valdemir de Oliveira Soares,97
310,Rafael da Silva Francisco,7
311,Jhony Douglas Santiago,5
312,Romario Costa Barroso,11
313,Leandro Ferreira Pessoa,8
314,Allan Godoi Santos,4
315,Eloir Silva Moreira,15
316,Luis Gustavo Lopes Santos,22
317,Gerson Rodolfo da Silva,5
318,Nirley da Silva Fonseca,3
319,Joao Paulo Purcino de Almeida,6
320,Marcelo Rodrigues Souza,2
321,Ricardo Regis Aparecido de Lima,14
322,Renan Carvalho Mota,22
323,Walisson Moreira Farias Maia,4
324,Ikaro Mychell Moura Maia,5
325,Breno Silva Gonçalves Dias,7
326,Igor Fernandes da Silva Araujo,6
327,Felipe Gedoz da Conceicao,19
328,Thales Natanael Lira de Matos,3
329,Matheus Lima Beltrao Oliveira,20
330,Diogo Mateus de Almeida Rodrigues Maciel,13
331,Diogo dos Santos Carvalho -,7
332,German Ezequiel Cano,14
333,Leandro Castan da Silva,5
334,Leonardo de Matos Cruz,3
335,Daniel Amorim Dias da Silva,17
336,Matheus Nunes Fagundes de Araujo,32
337,Luiz Carlos Marques Lima,10
338,Jerson Testoni,TC
339,Diego Mathias de Almeida,87
340,Bruno Henrique Lopes,79
341,Reynaldo Cesar Moraes,4
342,Caio Vinicius da Conceicao,8
343,Rafael Ferreira Donato,5
344,Pedro Bispo Moreira Junior,7
345,Arthur Rodrigues Rezende,8
346,Joao Pedro Florencio Barbosa,17
347,TGEdimar Torquato de Souza -,
348,Eliel da Silva,36
349,Bruno Savio da Silva,11
350,Igor Guilherme Barbosa da Paixao,98
351,Willian Roberto de Farias,8
352,Leonardo Gamalho de Souza,9
353,Igor Inocencio de Oliveira,2
354,Damiao Vinicius Silva Ribeiro,1
355,Jose Edson Barros da Silva,18
356,Rafael Diniz Alves E Silva,17
357,Cleidson Andrade de Souza Silva,4
358,Vinicius Farias Locatelli,8
359,Jose Cleylton de Morais dos Santos,23
360,Josiel Ortega de Arruda,19
361,Ramon Machado de Macedo,9
362,Gabriel Martins Terra,11
363,Ramon Menezes Roma,4
364,Stenio Zanetti Toledo,19
365,Marcio Barbosa Vieira Junior,11
366,Iury Lirio Freitas de Castilho,99
367,Cristovam Roberto Ribeiro da Silva,2
368,Fabricio Silva Dornellas,4
369,Geovane Silva Santos,15
370,Gabriel Santana Pinto,27
371,Rodrigo Marques Santana,TC
372,Fabio Augusto Schirmann,14
373,Tomas Almino Bastos da Silva,8
374,Felipe Garcia Goncalves,11
375,MGEraldo Feitosa Filho -,
376,Alisson Alves Farias,11
377,Erik Roberto Silva do Nascimento,16
378,Wesley Frazan Bernardo,3
379,Allan Rodrigo Aal,TC
380,Marthã Fernando Goncalves Pimenta,5
381,Edilson Mendes Guimaraes,2
382,Diego Renan de Lima Ferreira,26
383,Claudinei dos Santos Oliveira,TC
384,Renan Bardini Bressan -,10
385,Pablo Fabricio Siles Morales,8
386,Pedro Henrique Azevedo Pereira,16
387,Roberto Heuchayer Santos de Araujo,6
388,Salatiel de Oliveira Gabriel Junior,9
389,Cesar Augusto Soares dos Reis Ribela,1
390,Roberto Teixeira da Fonseca,TC
391,Allan Godoi Santos,4
392,Mauro Silva do Nascimento Junior,16
393,Chayene Medeiros Oliveira Santos,14
394,Luis Felipe Oyama,5
395,Gilvan Souza Correa,4
396,Rafael Bruno Cajueiro da Silva,35
397,Gabriel Bispo dos Santos,8
398,Bruno Felipe de Oliveira,22
399,Bruno Gomes da Silva Clevelario,23
400,Vanderlei Farias da Silva,1
401,Andrew Erik Feitosa,10
402,Matias Galarza Fonda,19
403,Leonardo Rodrigues Lima,7
404,David de Duarte Macedo,3
405,Albano Sehn Neto,23
406,Alef Mangueira Severino Pereira,11
407,Matheus Salustiano Pires,13
408,Bruno Gomes da Silva Clevelario -,23
409,Nilton Soares Rodrigues,7
410,Gabriel Santana Pinto,27
411,Thiago Rodrigues de Oliveira Nogueira,1
412,Cristovam Roberto Ribeiro da Silva,2
413,Jose Rodrigo Andrade Ramos,32
414,Andrigo Oliveira de Araujo,10
415,Thales Natanael Lira de Matos,3
416,Matheus Lima Beltrao Oliveira,20
417,Jonathan Luiz Moreira Rosa Junior,9
418,Edilson Mendes Guimaraes,2
419,Jose Renato da Silva Junior,7
420,Mauricio Caprini Pinto,11
421,Ricardo Luz Araujo,2
422,Bryan Borges Mascarenhas,31
423,Jean Carlos Vicente,10
424,Guilherme Kennedy Romao,6
425,Diego Fabian Torres,10
426,Welington Pereira Rodrigues,3
427,Pedro Bispo Moreira Junior,7
428,TGLauro Jose de Araujo Filho,
429,Felipe Garcia Goncalves,11
430,Icaro Cosmo da Rocha,3
431,Welinton Macedo dos Santos,11
432,Claudio Aparecido Tencati,TC
433,Matheus da Silva Fortes,21
434,Jose Carlos dos Anjos Savio,85
435,Juliano Real Pacheco,90
436,Bruno Henrique Lopes,79
437,Airton Santos de Oliveira,6
438,Guilherme da Trindade Dubas,18
439,Willian Roberto de Farias,8
440,Wagner da Silva Souza,13
441,Sergio Antonio Borges Junior,5
442,Nery Ruben Bareiro Zorrilla,4
443,Rafael de Carvalho Santos,1
444,Sergio Antonio Borges Junior -,5
445,Felipe Gedoz da Conceicao,10
446,Paulo Afonso Bonamigo,TC
447,Diogo dos Santos Carvalho,7
448,Luis Gustavo Lopes Santos,22
449,Paulo Sergio Marques Correa,3
450,Eloir Silva Moreira,15
451,Jefesson Vieira Eufrazio,9
452,Matheus Nunes Fagundes de Araujo,32
453,Jose Carlos Cracco Neto,37
454,Gustavo Ramos Vasconcelos de Oliveira,11
455,Rafael de Carvalho Santos,1
456,Nirley da Silva Fonseca,3
457,André Luiz Guimarães Siqueira Junior,95
458,Ygor Vinhas Oliveira Lima,1
459,Thalles Gabriel Morais dos Reis,98
460,Jose Cleylton de Morais dos Santos,23
461,Deivid Willian da Silva,15
462,Pedro Bispo Moreira Junior,7
463,Arthur Rodrigues Rezende,8
464,Bruno Aparecido Reis Ezequiel,23
465,Christofoly Acioly da Silva,20
466,TGSilvano de Morais Silva -,
467,Carlos Eduardo da Silva Santos,48
468,Wagner Leonardo Calvelo de Souza,42
469,Guilherme Nunes da Silva,18
470,Lucas Pereira Mendes,14
471,Leandro Alves de Carvalho,20
472,Romulo Souza Orestes Caldeira,27
473,Felipe Augusto Ferreira Batista,22
474,Wesley Hudson da Silva,20
475,Thalys Victor Martins Sena,2
476,Ewandro Felipe de Lima Costa,11
477,Guilherme Kennedy Romao,6
478,Erik Roberto Silva do Nascimento,7
479,Diogo Jose Goncalves da Silva,12
480,Lucas Cavalcante Silva Afonso,3
481,Geovane Silva Santos,15
482,Guilherme Augusto Alves Dellatorre,9
483,Anderson Uchoa dos Santos,5
484,Tiago Albuquerque Miranda,21
485,Romercio Pereira da Conceicao,3
486,Thiago Ennes Moreira,2
487,Matheus de Sales Cabral,36
488,Guilherme Oliveira Santos,88
489,Ebert Willian Amancio,3
490,Pedro Henrique Azevedo Pereira,6
491,Ramon Menezes Hubner,TC
492,Roberto Heuchayer Santos de Araujo,16
493,Alef Mangueira Severino Pereira,11
494,Bruno Ferreira Mombra Rosa,14
495,Elvis Vieira Araujo,15
496,Luis Carlos de Oliveira Preto,TC
497,Miguel Ferreira Damasceno,20
498,Breno Washington Rodrigues da Silva,5
499,Mauro Silva do Nascimento Junior,16
500,Eloir Silva Moreira,15
501,Tiago Pereira da Silva,15
502,Tarik Michel Kedes Boschetti,8
503,Lucas Rodrigues Costa,23
504,Cesar Augusto Soares dos Reis Ribela,1
505,Salatiel de Oliveira Gabriel Junior,9
506,Fabio Cortez Torres,AT
507,TGDiego Furtado Reis,
508,Jociel Ferreira da Silva,99
509,Rafael Chagas Machado,6
510,David de Duarte Macedo,3
511,Fernando Camilo Farias,10
512,André Luiz Guimarães Siqueira Junior,95
513,Getulio Wandelly Silva Timoteo,99
514,Edilson Mendes Guimaraes,2
515,Bruno Cesar Pereira Silva,8
516,Jonathan Luiz Moreira Rosa Junior,9
517,Giovanni Piccolomo,28
518,Denis Yashiro Camargo Iwamura,AT
519,Airton Moises Santos Sousa,7
520,Norberto Pereira Marinho Neto,32
521,Romulo Souza Orestes Caldeira,27
522,Wagner da Silva Souza,13
523,Diogo Mateus de Almeida Rodrigues Maciel,13
524,Allan Victor Oliveira Mota,29
525,Daniel dos Santos Cerqueira,AT
526,Alisson Pelegrini Safira,9
527,Roberto Teixeira da Fonseca Junior,AT
528,Marcelo Augusto Oliveira Chamusca,TC
529,Marthã Fernando Goncalves Pimenta,5
530,Wesley Lopes Beltrame,17
531,Nicolas Mores da Cruz,23
532,Diego Fabian Torres,10
533,Fabricio do Rosario dos Santos,16
534,Alex da Silva,2
535,Thiago Maier Santos,18
536,Leandro Carlos Silveira Niehues,AT
537,Fabio Augusto Schirmann,3
538,Silas Araujo da Silva,7
539,Geovane Batista de Faria,5
540,Matheus Felipe Santos Nascimento,30
541,TGVictor Amorim Farias Andrade de Souza,
542,Yuri Lima Lara,25
543,Gabriel Pereira Taliari,97
544,Bruno Alves de Souza,7
545,Ianson Acosta Soares,3
546,Everton Paulo Strieder,4
547,Fernando Jose da Cunha Neto,11
548,Ygor de Oliveira Ferreira,20
549,Isaque Storoli Gavioli,3
550,Marcelo Rodrigues Souza,2
551,Daniel dos Santos Penha,11
552,Nery Ruben Bareiro Zorrilla,4
553,Pablo Fabricio Siles Morales -,8
554,Anderson Uchoa dos Santos,5
555,Erick Flores Bonfim,11
556,Romercio Pereira da Conceicao,3
557,Luiz Eduardo Fleuri Pacheco,6
558,Deivid Willian da Silva,15
559,Gustavo Bonatto Barreto,23
560,Gilvan Souza Correa,4
561,Marcelo Augusto Oliveira Chamusca,TC
562,PFJackson Maciel Schwengber,
563,Leonardo Luiz dos Santos,25
564,Giovanni Piccolomo,28
565,Bruno Jose de Souza,16
566,Marcelo Moreno Martins,9
567,Mozart Santos Batista Junior -,TC
568,Georgemy Goncalves,1
569,Renato Palm da Silveira,3
570,Willian Prado Camargo,13
571,Arthur Rodrigues Rezende,8
572,Luiz Fernando Felipe dos Santos,7
573,Icaro Cosmo da Rocha,5
574,Heverton Cardoso da Silva,14
575,Leandro Camilo de Almeida,3
576,Bruno Matias dos Santos,18
577,Matheus Lima Beltrao Oliveira,20
578,Julio Cesar Czarneski,94
579,Jose Rodrigo Andrade Ramos,32
580,Marciel Silva da Silva,5
581,Helio Cezar Pinto dos Anjos,TC
582,Jean Carlos Vicente,10
583,Nilton Soares Rodrigues,7
584,Fabio Pizarro Sanches,27
585,Vinicius Farias Locatelli,8
586,Gilson Kleina,TC
587,Dawhan Fran Urano da Purificacao Oliveira,5
588,Ricardo Luz Araujo,16
589,Leandro Alves de Carvalho,10
590,Leandro Vilela Sales Teixeira,5
591,Fabiano da Silva Souza,6
592,Rodrigo Pimpao Vianna,11
593,Fabiano da Silva Souza -,6
594,Reynaldo Cesar Moraes,4
595,Elvis Vieira Araujo,10
596,Alef Mangueira Severino Pereira,11
597,Caio Vinicius da Conceicao,8
598,Nicolas Godinho Johann,19
599,Fabricio Silva Dornellas,4
600,Alexandre de Almeida Silva Junior,50
601,Jose Carlos Cracco Neto,37
602,Wellington Carvalho dos Santos,34
603,Rafael da Silva Francisco,7
604,Matheus de Sales Cabral,36
605,Henrique Adriano Buss,3
606,Gustavo Eliseo Morinigo Vazquez,TC
607,Jonathan Luiz Moreira Rosa Junior,9
608,Rafael Pereira dos Santos,33
609,Bruno Cesar Pereira Silva,8
610,Joao Paulo Ferreira Lourenco,97
611,Jhemerson Guimaraes Gaigher,10
612,Nery Ruben Bareiro Zorrilla,4
613,Gabriel Bispo dos Santos,5
614,Marcelo Alves Santos,15
615,Joao Pedro Mendes Santos,8
616,Wallace Reis Silva,4
617,Telmario de Araujo Sacramento,9
618,Thalisson Kelven da Silva,3
619,Felipe da Silva Surian,TC
620,Willis Mota Moreira,31
621,Leandro Ferreira Pessoa,8
622,TGCelio Jose Rossi,
623,Anderson Wanderllan de Moraes Rodrigues,11
624,Thiago Kosloski -,AT
625,Erick Flores Bonfim,11
626,Luiz Carlos Marques Lima,10
627,Eduardo Nascimento da Silva Junior,9
628,Joao Carlos dos Santos Torres,22
629,Gerson Rodolfo da Silva,5
630,Jose Mateus Junior,8
631,Leonardo de Matos Cruz,3
632,Gabriel Fortes Chaves,11
633,Andrew Erik Feitosa,10
634,Matheus Trindade Gonçalves,39
635,Rhaldney Norberto Simião Gomes,98
636,Helio Cezar Pinto dos Anjos,TC
637,Djavan Aulim Candido de Souza,29
638,Carlos Eduardo da Silva Santos,48
639,Vinicius Santos Silva,7
640,Breno Washington Rodrigues da Silva,5
641,Heron Crespo da Silva,14
642,Iago Pereira Mendonça,4
643,Alisson Pelegrini Safira,9
644,TGEdson Luiz da Silva,
645,Matheus Henrique Bianqui,8
646,Celso Luis Honorato Junior,10
647,Jean Henrique dos Santos,13
648,Marcio Fernandes Figueiredo,TC
649,Lucas Rodrigues Costa,23
650,Victor Andrade Santos,9
651,Richard Alexandre Birkheun Rodrigues,17
652,Giovanni Piccolomo,28
653,Jose Renato da Silva Junior,7
654,Bruno Cesar Pereira Silva,8
655,Edilson Mendes Guimaraes,2
656,Mateus Souza Moraes,4
657,Wesley Hudson da Silva,20
658,Ramon Machado de Macedo,9
659,Alexandre Rodrigues Soares,4
660,Alan Sebastiao Alexandre,18
661,Alan Sebastiao Alexandre -,18
662,Thiago Rodrigues de Oliveira Nogueira,1
663,Matheus Felipe Santos Nascimento,30
664,Reinaldo Nascimento Satorno,17
665,Yuri Lima Lara,25
666,Rafael Batista,16
667,Rodrigo Pimpao Vianna,11
668,Rafael Oller Pereira,7
669,Pedro Henrique de Castro Silva,33
670,Airton Santos de Oliveira,6
671,Ianson Acosta Soares,3
672,Everton Paulo Strieder,4
673,Mauricio Garcez de Jesus,30
674,Julio Cesar Czarneski,94
675,Bruno Aparecido Reis Ezequiel,23
676,Regis Augusto Salmazzo,78
677,Victor Sallinas Ribeiro,14
678,Sosthenes Jose Santos Salles,17
679,Marcelo Rodrigues Souza,2
680,Nery Ruben Bareiro Zorrilla -,4
681,Wilson Rodrigues de Moura Junior,84
682,Dalberto Luan Belo,94
683,Robson Michael Signorini,20
684,Luis Gustavo Lopes Santos,22
685,Paulo Sergio Marques Correa,3
686,Francisco Roney Vidal da Silva,18
687,Anderson Wanderllan de Moraes Rodrigues,11
688,Watson Rennio Pires dos Santos Silva,2
689,Luiz Daniel de Carvalho Silva -,1
690,Pedro Henrique de Castro Silva,33
691,Marco Antonio Rosa Furtado Junior,70
692,Julio Cesar de Rezende Miranda,7
693,Elvis Vieira Araujo,10
694,Caio Vinicius da Conceicao,8
695,Reynaldo Cesar Moraes,4
696,Renan Carvalho Mota,22
697,Arthur Rodrigues Rezende,8
698,Joao Carlos dos Santos Torres,22
699,Fillipe Soutto Mayor Nogueira Ferreira,25
700,Jerson Testoni,TC
701,TGMarcio Michel Silva de Quevedo,
702,Thales Natanael Lira de Matos,3
703,Julio Cesar Czarneski,94
704,Lucas Henrique de Sousa Queiroga,20
705,Leandro Camilo de Almeida,3
706,Lucas Henrique de Sousa Queiroga -,20
707,Jhemerson Guimaraes Gaigher,10
708,Victor Sallinas Ribeiro,14
709,Luiz Henrique dos Santos Junior,6
710,Celso Luis Honorato Junior,10
711,Marcio Fernandes Figueiredo,TC
712,Tarik Michel Kedes Boschetti,5
713,Lucas Rodrigues Costa,23
714,Dalton Alan Munaretto,12
715,Alisson Pelegrini Safira,9
716,Wilker Bruno Pedrosa Pinheiro,21
717,Bruno Gomes da Silva Clevelario,23
718,German Ezequiel Cano,14
719,Matheus Nunes Fagundes de Araujo,32
720,Silas Araujo da Silva,7
721,Luciano Castan da Silva,4
722,Natanael Moreira Milouski,16
723,Gustavo Eliseo Morinigo Vazquez,TC
724,Igor Inocencio de Oliveira,2
725,Ewandro Felipe de Lima Costa,18
726,Guilherme Kennedy Romao,6
727,Natanael Moreira Milouski -,16
728,Gustavo Eliseo Morinigo Vazquez -,TC
729,Edilson Mendes Guimaraes,2
730,Wesley Soares Xavier,98
