id,partidaId,timeId,jogadorId,tempo,minuto,minutoGeral,jogador,time,horarioInt,horarioString
0,1,2,7,1,40:00,40,Deivid Willian da Silva -,Vila Nova,1330,22:10
1,2,5,11,2,45:00,90,Pedro Henrique Azevedo Pereira -,Vitória,1245,20:45
2,4,9,23,1,34:00,34,Felipe Vieira Augusto -,Londrina,994,16:34
3,7,15,37,2,46:00,91,PFJuvenilson Poyer Nogueira Souza -,Ponte Preta,766,12:46
4,8,17,46,1,44:00,44,Fabio Deivson Lopes Maciel -,Cruzeiro,1034,17:14
5,8,17,47,1,41:00,41,Adriano Firmino dos Santos da Silva -,Cruzeiro,1031,17:11
6,16,4,88,2,42:00,87,Rafael Martins Claro dos Santos -,Guarani,1242,20:42
7,16,1,89,2,42:00,87,Alex da Silva -,Operário,1242,20:42
8,22,4,120,2,35:00,80,Julio Cesar Czarneski -,Guarani,1385,23:05
9,22,4,121,2,35:00,80,Daniel dos Santos Cerqueira -,Guarani,1385,23:05
10,23,17,124,1,46:00,46,Jadson Alves dos Santos -,Cruzeiro,1306,21:46
11,38,8,217,1,39:00,39,Icaro Cosmo da Rocha -,Brasil,1329,22:09
12,43,6,248,1,8:00,8,Helio Cezar Pinto dos Anjos -,Náutico,968,16:08
13,44,8,253,2,30:00,75,Gabriel Martins Terra -,Brasil,1380,23:00
14,46,17,265,1,30:00,30,Weverton Silva de Andrade -,Cruzeiro,1170,19:30
15,53,17,298,1,36:00,36,Paulo Eduardo Ferreira Godinho -,Cruzeiro,1326,22:06
16,53,0,299,1,36:00,36,Bruno Gomes da Silva Clevelario -,Vasco da Gama,1326,22:06
17,59,11,331,2,49:00,94,Diogo dos Santos Carvalho -,Remo,1399,23:19
18,61,19,347,2,25:00,70,TGEdimar Torquato de Souza -,Goiás,1375,22:55
19,66,16,375,2,30:00,75,MGEraldo Feitosa Filho -,Confiança,1230,20:30
20,67,10,384,1,19:00,19,Renan Bardini Bressan -,Crb,1009,16:49
21,71,0,408,1,5:00,5,Bruno Gomes da Silva Clevelario -,Vasco da Gama,1145,19:05
22,78,16,444,2,15:00,60,Sergio Antonio Borges Junior -,Confiança,1215,20:15
23,82,4,466,1,45:00,45,TGSilvano de Morais Silva -,Guarani,705,11:45
