id,nome,cbf
54,Jose Renato da Silva Junior,11
55,Fabio Augusto Luciano da Silva,11
56,Claudio Aparecido Tencati,TC
57,Cristovam Roberto Ribeiro da Silva,2
58,Jeferson Marinho dos Santos,19
59,Matheus Sousa de Jesus,20
60,Fabio Augusto Schirmann,4
61,Guilherme Kennedy Romao,6
62,Ronaldo de Oliveira Strada,1
63,Emerson Raymundo Santos,4
64,Heron Crespo da Silva,6
65,Emerson Raymundo Santos -,4
66,Andrey Felisberto dos Santos,78
67,Natanael Batista Pimenta,25
68,Robson Michael Signorini,10
69,Wagner da Silva Souza,13
70,Igor Inocencio de Oliveira,98
71,Julio Cesar Czarneski,94
72,Thalisson Kelven da Silva,3
73,Alex Roberto Santana Rafael,1
74,Manoel Ferreira Lima Neto,6
75,Thalisson Kelven da Silva -,3
76,João Vitor Xavier de Almeida -,39
77,Vinicius Leonardo da Silva,3
78,Jose Gervasio dos Santos Neto,10
79,Luiz Henrique Araujo Silva,20
80,Tarik Michel Kedes Boschetti,15
81,Anderson Luis de Carvalho,77
82,Jadson Alves dos Santos,16
83,Daniel Lima de Castro,22
84,Romercio Pereira da Conceicao,53
85,Aylon Darwin Tavella,11
86,Marlon Adriano Prezotti,10
87,Roberto Heuchayer Santos de Araujo,6
88,Ricardo Ribeiro de Lima,15
89,Adriano Martins da Fonseca,26
90,Douglas Baggio de Oliveira Costa,7
91,Jenison de Jesus Brito E Brito,18
92,Jordi Martins Almeida,12
93,Anderson Luis da Silva,AT
94,Geovane Batista de Faria,5
95,Roberto Heuchayer Santos de Araujo -,6
96,Gabriel dos Santos Francisco,90
97,Van Basty Sousa E Silva,15
98,Leonardo da Silva Cruz Duarte,2
99,Jose Guilherme Guidolin Pegorari,1
100,Antonio Eduardo Furquim de Freitas Batista,25
101,Wenderson da Silva Costa Ferreira,23
102,Bruno Roberto Pereira da Silva,27
103,Willian Prado Camargo,22
104,Arthur Rodrigues Rezende,8
105,Tiago Pagnussat -,3
106,Hugo da Silva Cabral,9
107,Joao Paulo da Silva,5
108,Iago Angelo Dias,21
109,Lucas Ribamar Lopes dos Santos Bibiano,9
110,Cristiano da Silva Leite,6
111,Carlos Eduardo de Souza Vieira,70
112,Rodrigo dos Santos de Freitas,32
113,Gabriel Augusto Xavier,44
114,Wesley Frazan Bernardo,3
115,MDAlexandre Goncalves Santoro -,
116,Wagner Leonardo Calvelo de Souza,4
117,Felipe Garcia Goncalves,9
118,Richardson Jussier Medeiros Cabral,17
119,Felipe Garcia Goncalves -,9
120,Matheus Barbosa Teixeira,5
121,Wenderson da Silva Costa Ferreira,23
122,Alan Santos da Silva,12
123,Derek Freitas Ribeiro,11
124,Wesley Frazan Bernardo,3
125,Deivity Andre Cherutti Martins,1
126,Mario Sergio Valerio,6
127,Eduardo Luiz Person,10
128,Thiago Beserra dos Santos,8
129,Paulo Victor Ferreira de Jesus,11
130,Guilherme Augusto Pacheco,2
131,Luiz Gustavo da Silva Machado Duarte,44
132,Rodrigo Rodrigues Silva,9
133,Jadson Alves dos Santos,16
134,Anderson Luis de Carvalho,77
135,Fernando Henrique Boldrin,10
136,Altemir Cordeiro Pessôa Neto,9
137,Rafael Ferreira Donato,5
138,Ralf de Souza Teles,8
139,Leonardo da Silva Cruz Duarte,2
140,Romulo da Silva Machado,17
141,Fellipe Mateus de Sena Araujo,7
142,Wellington Aparecido Martins,5
143,Robson Michael Signorini,10
144,Vinicius Jose Ignacio,3
145,Rafael Gustavo Meneghel Gava -,23
146,Lucas de Oliveira Teodoro Falcao,21
147,Auremir Evangelista dos Santos,5
148,Anderson Conceição Benedito,14
149,Guilherme Kennedy Romao,6
150,Lucas de Oliveira Teodoro Falcao -,21
151,Alisson Dias Tavares Cassiano,12
152,PFFabio Rogerio Jacobasso Silva,
153,Wagner Leonardo Calvelo de Souza,4
154,Ezequiel Jacinto de Biasi,2
155,Carlos Eduardo Bacila Jatobá,8
156,Jose Gervasio dos Santos Neto,8
157,Mateus Cardoso Francisco,2
158,Marcio Barbosa Vieira Junior,10
159,Ytalo Jose Oliveira dos Santos,9
160,Fabricio Rodrigues da Silva Ferreira,20
161,Francisco Hyun Sol Kim,7
162,Reinaldo Kauan Bento dos Santos,9
163,Cristian Renato Gonçalves Riquelme,19
164,Pablo Dyego da Silva Rosa,11
165,Elvis Vieira Araujo,10
166,Antonio Feliphe Costa Silva,6
167,Samuel Naum Andrade Leão,18
168,Fabio Pizarro Sanches,27
169,Caique Franca Godoy,12
170,Cassio Gabriel Vilela Ferreira,21
171,Pablo Fabricio Siles Morales,25
172,Victor Ramos Ferreira,3
173,Giovanni Fernando Cofreste Pavani,7
174,Jose Luiz Sant'ana -,AT
175,Rhaldney Norberto Simião Gomes,8
176,Roger de Carvalho,4
177,Wesley Augusto Henn Marth,3
178,Richard de Oliveira Costa,1
179,Janderson Santos de Souza,77
180,Gabriel Santos Cordeiro Lacerda,15
181,Warley Leandro da Silva,17
182,Nicolas Godinho Johann,9
183,Willian Prado Camargo,22
184,Richardson Fernandes dos Santos,6
185,Michel Macedo Rocha Machado,88
186,Danilo Carvalho Barcelos,23
187,Simao Verza Bertelli,1
188,Wellington Rodrigues dos Reis,14
189,Fabio de Lima Costa,11
190,Luiz Felipe Oliveira de Paula,14
191,Felipe Amaral Casarin Damasceno,8
192,Francisco Wellington Barbosa de Lisboa,17
193,Jean Victor Barros,6
194,Cristiano da Silva Vidal,2
195,Marcio Gleyson Leite da Silva -,4
196,Argelico Fucks,TC
197,Felipe Albuquerque Felippi,2
198,Carlos Eduardo de Souza Vieira,70
199,Danrlei Medeiros Moreira,99
200,Shaylon Kallyson Cardozo,10
201,Lucas Xavier Gazal,3
202,Marco Antonio Rosa Furtado Junior,19
203,Wellington Aparecido Martins,5
204,Altemir Cordeiro Pessôa Neto,9
205,Ronald Sant Anna Rodrigues,17
206,Wellington Rodrigues dos Reis,8
207,Stephannyo Afonso Lopes de Oliveira,15
208,Manoel Ferreira Lima Neto,6
209,Silvio Jose Cardoso Reis Junior,17
210,Ronaldo Henrique Silva,9
211,Geovane Batista de Faria,5
212,Douglas Baggio de Oliveira Costa,7
213,Adriano Martins da Fonseca,26
214,Raul Prata,2
215,Roberto Heuchayer Santos de Araujo,6
216,Ronaldo Henrique Ferreira da Silva,5
217,Jose Vitor Lima Cardoso,14
218,Bruno Cesar Pereira Silva,5
219,Luiz Fernando Ferreira de Souza,20
220,Jose Carlos Cracco Neto,2
221,Vitor Gabriel Claudino Rego Ferreira,63
222,Nicolas Godinho Johann,9
223,Guilherme Castilho Carvalho,99
224,Matheus Barbosa Teixeira,5
225,Diogo Mateus de Almeida Rodrigues Maciel,13
226,Bruno Pereira Mendes,9
227,Regis Augusto Salmazzo,78
228,Thiago Couto Wenceslau,1
229,Anderson Luis de Carvalho,77
230,Luiz Gustavo da Silva Machado Duarte,44
231,Rodrigo Rodrigues Silva,9
232,Felipe dos Reis Pereira Vizeu do Carmo Linhares,9
233,Walisson Moreira Farias Maia,33
234,Diego Jardel Koester,10
235,Hyuri Henrique de Oliveira Costa,19
236,Fabio Augusto Schirmann,4
237,Joao Paulo da Silva Alves,18
238,Anderson Conceição Benedito,14
239,Jonathan Copete Valencia,7
240,David Medeiros dos Santos,17
241,TGCelio Jose Rossi,
242,Marcos Ytalo Benicio da Silva,16
243,Rafael Oliveira Silva,17
244,TGCelio Jose Rossi -,
245,Willian Marlon Ferreira Moraes,95
246,Warley Leandro da Silva,17
247,Tiago Pagnussat,3
248,Artur Sergio Batista de Souza,15
249,Edson Rogerio Gomes de Moraes Junior,3
250,Felipe Amaral Casarin Damasceno,8
251,Mateus Ferreira da Silva,4
252,Jeferson Marinho dos Santos,19
253,Gabriel Knesowitsch,15
254,Carlos Eduardo Bacila Jatobá,8
255,Moises Wolschick,16
256,Joao Paulo da Silva,5
257,Alexandre Tadeu Gallo,TC
258,Airton Moises Santos Sousa -,7
259,Arilson Carlos Alves Baptista,8
260,Cleidson Andrade de Souza Silva,13
261,Lucas Willians Assis Arcanjo,1
262,Jose Rodrigo Andrade Ramos,8
263,Rafael Diniz Alves E Silva,17
264,Osman de Menezes Venancio Junior,20
265,Rian Caio Fleuri Pacheco,22
266,Leonardo da Silva Cruz Duarte,2
267,Joao Paulo Ferreira Lourenco,10
268,Luis Henrique Soares Firmino,11
269,Francisco Hyun Sol Kim,7
270,Gabriel Santana Pinto,8
271,Leandro Vilela Sales Teixeira,5
272,Ewerthon Diogenes da Silva,2
273,Wenderson da Silva Costa Ferreira,23
274,Alexis Ivan Alvarino,14
275,Matheus Bueno Batista,18
276,Victor Hugo Santana Carvalho,6
277,Elton Rodrigues Brandao,90
278,Rafael Pasquali Rech,30
279,Marcio Barbosa Vieira Junior,10
280,Eloir Silva Moreira,15
281,Matheus Monteiro Martins,20
282,Marcos Ytalo Benicio da Silva,2
283,Gabriel Vinicius de Oliveira Furtado,3
284,Emerson Gustavo Pinto dos Santos -,7
285,Venicius dos Santos Cascais -,14
286,Carlos Eduardo de Souza Vieira,70
287,Bruno Vinicius Simão Elesbão,22
288,Gianluca Piola Minozzo,80
289,Kaio Silva Mendes,8
290,Ligger Moreira Malaquias,4
291,Ronaldo Henrique Silva,9
292,Reverson Valuarth Paiva Silva,16
293,João Vitor Xavier de Almeida,39
294,Thales Bento Oleques,72
295,Igor Inocencio de Oliveira,98
296,Ygor Vinhas Oliveira Lima,87
297,Natanael Batista Pimenta,25
298,Rafael Gustavo Meneghel Gava,23
299,Marcos Robson Cipriano,77
300,Joao Pedro Mendes Santos,8
301,Pedro Henrique Vieira Costa,2
302,Joao Pedro Mendes Santos -,8
303,Victor Julio Alves de Paula -,20
304,Jose Renato da Silva Junior,11
305,Fabio Augusto Schirmann,4
306,Guilherme Kennedy Romao,6
307,Thallyson Gabriel Lobo Seabra,22
308,Wellington Rodrigues dos Reis,14
309,Welliton Silva de Azevedo Matheus,31
310,Luiz Gustavo Tavares Conde,16
311,Gustavo Hebling de Aguiar,96
312,Neilton Meira Mestzk,7
313,Gabriel Vinicius de Oliveira Furtado,3
314,Marcio Fernandes Figueiredo,TC
315,Alexandre Gomes Felipe,21
316,Luiz Gustavo Almeida Pinto,1
317,Eder Citadin Martins,23
318,Cristovam Roberto Ribeiro da Silva,2
319,Romulo da Silva Machado,17
320,Fabio Augusto Luciano da Silva,11
321,MGAlmir Carlos de Sousa,
322,Altemir Cordeiro Pessôa Neto,9
323,Eder Citadin Martins -,23
324,Rodrigo Fagundes de Freitas -,3
325,Julio Cesar Czarneski,94
326,Wellington Aparecido Martins,5
327,Andrey Felisberto dos Santos,78
328,Felipe Albuquerque Felippi,2
329,Bruno dos Santos Nazario,88
330,Gustavo Cazonatti,55
331,Pablo Fabricio Siles Morales,25
332,Felipe Florencio da Silva -,35
333,Enderson Alves Moreira,TC
334,Luciano Batista da Silva Junior,46
335,Jorge de Moura Xavier,10
336,Luis Fernando Rosa Flores,AT
337,Marcelo de Freitas Costa,18
338,Mario Sergio Valerio,6
339,Diego de Souza Quirino,9
340,Carlos Roberto da Cruz Junior,4
341,Leonardo de Almeida Silva,38
342,Anderson Conceição Benedito,14
343,Edimar Curitiba Fraga,26
344,Eduardo Alexandre Baptista,TC
345,Jose Rodrigo Andrade Ramos,8
346,Cleidson Andrade de Souza Silva,13
347,Heron Crespo da Silva,6
348,Lucas Xavier Gazal,3
349,Luiz Fernando Moraes dos Santos,11
350,Gabriel Santos Cordeiro Lacerda,15
351,Richard de Oliveira Costa,1
352,Willian Marlon Ferreira Moraes,95
353,Joao Pedro Mendes Santos,8
354,Flavio Pinto Tanajura,AT
355,Bruno Cesar Pereira Silva,5
356,Romario Guilherme dos Santos,17
357,Guilherme Gehring,47
358,Reginaldo Lopes de Jesus,93
359,Jadson Alves dos Santos,16
360,Luis Henrique Soares Firmino,11
361,Mozart Santos Batista Junior,TC
362,Leandro Vilela Sales Teixeira,5
363,Fernando Jose Marques Maciel,7
364,Lucas Ramon Batista Silva,2
365,Artur Sergio Batista de Souza,15
366,Antonio Feliphe Costa Silva,6
367,Joao Paulo da Silva,150
368,Antonio Feliphe Costa Silva -,6
369,Thallyson Gabriel Lobo Seabra,21
370,Felipe Garcia Goncalves,9
371,TGMarco Aurelio Tedeschi dos Santos,
372,Edson Guilherme Mendes dos Santos,17
373,Carlos Manuel de Resende Teodoro,10
374,Felipe Amaral Casarin Damasceno,8
375,Jeferson Marinho dos Santos,19
376,Luiz Felipe Oliveira de Paula,14
377,Fabio Pizarro Sanches,27
378,Artur Sergio Batista de Souza,15
379,Mailton dos Santos de Sa,2
380,Lucas Baptista Felix,7
381,Igor Inocencio de Oliveira,98
382,Gustavo Eliseo Morinigo Vazquez,TC
383,Jonathan Francisco Lemos,13
384,Fellipe Mateus de Sena Araujo,7
385,Miqueias Cabral Evaristo,42
386,Richard de Oliveira Costa,1
387,Richardson Fernandes dos Santos,6
388,Danilo Carvalho Barcelos,23
389,Caique de Jesus Goncalves,5
390,Bruno Ferreira Ventura Diniz,94
391,Carlos Roberto da Cruz Junior,4
392,Iury de Oliveira Nascimento,2
393,Gilmar Dal Pozzo,TC
394,Cesar Henrique Martins,37
395,Jose Mateus Junior,95
396,Diego Cesar de Oliveira,8
397,Leonardo da Silva Gomes,5
398,Denis Yashiro Camargo Iwamura,AT
399,Yuri Oliveira Lima,5
400,Luiz Henrique Araujo Silva,10
401,Tarik Michel Kedes Boschetti,8
402,Salatiel de Oliveira Gabriel Junior,9
403,Felipe Garcia Goncalves,9
404,Mauricio Silva dos Santos,16
405,Roberto Badermann Rebechi,14
406,Alan Luciano Ruschel,28
407,Romario Guilherme dos Santos,17
408,Kaio Silva Mendes,8
409,Diego Jardel Koester,10
410,Pierre Wagner Oliveira dos Santos,5
411,Wesley Augusto Henn Marth,3
412,Fabio Augusto Schirmann,4
413,Matheus Henrique de Souza de Carvalho,11
414,Igor Henrique Martins Machado,23
415,Guilherme Kennedy Romao -,6
416,Lucas Eduardo Lima da Silva -,33
417,Isaque Elias Brito,29
418,Matheus Barbosa Teixeira,5
419,Bruno Jose de Souza,17
420,Bruno Vinicius Simão Elesbão,22
421,Kaio Silva Mendes,8
422,Murilo Oliveira de Freitas,18
423,Bruno dos Santos Nazario,88
424,Carlos Eduardo de Souza Vieira,70
425,Lucas Ribamar Lopes dos Santos Bibiano,9
426,Leonardo da Silva Cruz Duarte,2
427,Joao Paulo Ferreira Lourenco,10
428,Eduardo Vinicius Domachowski,3
429,Marthã Fernando Goncalves Pimenta,5
430,Thiago Beserra dos Santos,11
431,Sosthenes Jose Santos Salles,7
432,Yann Del Pino Rolim,17
433,Guilherme Augusto Pacheco,2
434,Ronaldo Henrique Ferreira da Silva,5
435,Andre Felipe de Almeida Santos,6
436,Walisson Moreira Farias Maia,33
437,Luis Fernando Rosa Flores -,AT
438,Manoel Ferreira Lima Neto,6
439,Francisco Hyun Sol Kim,8
440,Alan Henrique Costa,19
441,Robson Michael Signorini,10
442,Eduardo Alexandre Baptista,TC
443,Renato Palm da Silveira,3
444,Matheus Antunes Ribeiro,2
445,Saimon Pains Tormen,23
446,Anderson Leite Morais,22
447,Lucas de Oliveira Teodoro Falcao,98
448,Welington Pereira Rodrigues,3
449,Edimar Curitiba Fraga,26
450,Luiz Felipe Oliveira de Paula,14
451,Caique Franca Godoy,12
452,Mateus Ferreira da Silva,4
453,Edson Rogerio Gomes de Moraes Junior,3
454,Antonio Feliphe Costa Silva,6
455,Marcio Fernandes Figueiredo Junior,AT
456,Mateus Cardoso Francisco,2
457,Ruan Pereira Duarte,29
458,Anderson Luis de Carvalho,77
459,Wellison Matheus Rodrigues Regis,20
460,Rhaldney Norberto Simião Gomes,8
461,Natham Fernando Reis da Conceicao,17
462,Paulo Roberto Moccelin,7
463,Vitor Correia da Silva,22
464,Luiz Gustavo Tavares Conde,16
465,Caique Barbosa Rodrigues,80
466,Bruno Felipe Lima Teixeira,55
467,Stephannyo Afonso Lopes de Oliveira,15
468,Kevin Peterson dos Santos Silva,11
469,Jaderson Flores dos Reis,7
470,Roger de Carvalho,4
471,Marcelo Augusto Oliveira Chamusca,TC
472,Bruno Cesar Pereira Silva,5
473,Mateus Ferreira da Silva,4
474,Elvis Vieira Araujo,10
475,Fabio Pizarro Sanches,27
476,Joao Paulo Ferreira Lourenco,10
477,Guilherme Parede Pinheiro,77
478,Rodrigo Silva Nascimento,6
479,Renato Alves de Mendonça,5
480,Heron Crespo da Silva,6
481,Shaylon Kallyson Cardozo,17
482,Ramon Menezes Roma,4
483,Kelvin Giacobe Alves dos Santos,7
484,Patrick de Carvalho Brey,6
485,Marco Antonio da Silva Carvalho,5
486,Natanael Batista Pimenta,25
487,João Vitor Xavier de Almeida,39
488,Eduardo Jacinto de Biasi,8
489,Diosnel Burgos Gayoso,AT
490,Julio Cesar Czarneski,94
491,Leonardo Moreira Morais,2
492,Patrick Marcelino,3
493,Joao Paulo da Silva,5
494,Natham Fernando Reis da Conceicao,8
495,Wesley Frazan Bernardo,3
496,Helio Cunha Borges,11
497,Cristovam Roberto Ribeiro da Silva,2
498,Arilson Carlos Alves Baptista,8
499,Walisson Moreira Farias Maia,33
500,Gabriel Santana Pinto,8
501,Daniel de Oliveira Sertanejo,18
502,Vinicius Duarte,20
503,Claudio Coelho Salvatico -,27
504,Bruno Felipe Lima Teixeira,55
505,Jhonnathan Espedito Coco Wagner,26
506,Simao Verza Bertelli,1
507,Gabriel Santos Cordeiro Lacerda,15
508,Caique de Jesus Goncalves,5
509,Erick de Arruda Serafim,11
510,Aylon Darwin Tavella,11
511,Eduardo Alexandre Baptista,TC
512,Rafael Oliveira Silva,17
513,Marcio Fernandes Figueiredo Junior,AT
514,Bruno Vinicius Simão Elesbão,22
515,Emaxwell Souza de Lima,11
516,Diogo Mateus de Almeida Rodrigues Maciel,13
517,Wenderson da Silva Costa Ferreira,23
518,Regis Augusto Salmazzo,78
519,Matheus Bueno Batista,18
520,Marcelo Augusto Oliveira Chamusca,TC
521,Alex Sandro de Oliveira,11
522,Bruno Cesar Pereira Silva,5
523,Marcelo Augusto Oliveira Chamusca -,TC
524,Reginaldo Lopes de Jesus,93
525,Luiz Gustavo da Silva Machado Duarte,44
526,Lucas Cavalcante Silva Afonso,3
527,Diogo Mateus de Almeida Rodrigues Maciel,13
528,Bruno Roberto Pereira da Silva,27
529,Lucas Eduardo Lima da Silva,33
530,Fabio Augusto Schirmann,4
531,Saimon Pains Tormen,23
532,Jose Gervasio dos Santos Neto,8
533,Gabriel Vinicius de Oliveira Furtado,3
534,Marcio Barbosa Vieira Junior,10
535,Guilherme Parede Pinheiro,77
536,Igor Henrique Martins Machado,23
537,Ralf de Souza Teles,8
538,Felipe dos Reis Pereira Vizeu do Carmo Linhares,9
539,Marcelo Hermes,22
540,Ramon Menezes Roma,4
541,Renato Alves de Mendonça,5
542,Renan Silva Ferreira,2
543,Lucas Xavier Gazal,3
544,Matheus de Sales Cabral,14
545,Bruno Cesar Pereira Silva,5
546,Jaderson Flores dos Reis,7
547,Gustavo Simon Vertuoso,20
548,Osman de Menezes Venancio Junior,10
549,Patrick de Carvalho Brey,6
550,Carlos Adalberto de Oliveira Junior,3
551,Leonardo Naldi de Matos,5
552,Elvis Vieira Araujo,10
553,Ramon Rodrigo de Carvalho,40
554,Luis Henrique Soares Firmino,11
555,Yuri Oliveira Lima,5
556,Renato de Cassio Negrao,AT
557,Jose Rodrigo Andrade Ramos,8
558,Santiago Trellez Vivero,22
559,Jose Carlos Cracco Neto,2
560,Diego Cesar de Oliveira,18
561,Mario Sergio Valerio,6
562,Iury de Oliveira Nascimento,2
563,Claudio de Souza,3
564,Paulo Victor Ferreira de Jesus,9
565,Danilo Carvalho Barcelos,23
566,Richardson Fernandes dos Santos,6
567,Caique de Jesus Goncalves,5
568,Leonardo Rodrigues dos Santos,98
569,Willian Marlon Ferreira Moraes,95
570,Richard de Oliveira Costa,1
571,Vitor Gabriel Claudino Rego Ferreira,63
572,Guilherme Castilho Carvalho,99
573,Danrlei Medeiros Moreira,99
574,Gustavo Cazonatti,55
575,Cristiano da Silva Leite,6
576,Caique de Jesus Goncalves -,5
577,Jean Carlos de Souza Irmer,5
578,Thiago Carpini Barbosa,TC
579,Gustavo de Oliveira Modesto da Silva,17
580,Gustavo Eliseo Morinigo Vazquez,TC
581,Wellington Aparecido Martins,5
582,Eduardo Jacinto de Biasi,8
583,Roberto Pinheiro da Rosa,4
584,Geovane Silva Santos,99
585,PFMartin Miguel Paolorosso,
586,Igor da Silva Dutra,2
587,TGMarcos Vicente dos Santos,
588,TGMarcos Vicente dos Santos -,
589,Andre Felipe de Almeida Santos,6
590,Vagner Silva de Souza,9
591,Leonardo Moreira Morais,2
592,Stephannyo Afonso Lopes de Oliveira,15
593,Thallyson Gabriel Lobo Seabra,21
594,Bruno Felipe Lima Teixeira,23
595,Jordi Martins Almeida,44
596,Ricardo Ribeiro de Lima,15
597,Marlon Adriano Prezotti,28
598,Adriano Martins da Fonseca,26
599,Reverson Valuarth Paiva Silva,16
600,Georgemy Goncalves,1
601,Jeferson Marinho dos Santos,19
602,Mateus Ferreira da Silva,4
603,Artur Sergio Batista de Souza,15
604,Simao Verza Bertelli,1
605,Wallace Madeira Almeida,28
606,Jose Ricardo Barbosa Ribeiro Drumond,7
607,Rhaldney Norberto Simião Gomes,14
608,Rodrigo Fagundes de Freitas,3
609,Walisson Moreira Farias Maia,33
610,Romulo da Silva Machado,17
611,Crystopher Ribeiro Oliveira,18
612,Fellipe Mateus de Sena Araujo,7
613,Jadson Alves dos Santos,16
614,Romercio Pereira da Conceicao,53
615,Kelvyn Ramos da Fonseca,21
616,Anderson Luis de Carvalho,77
617,Jose Marcos Alves Luis,3
618,Iury de Oliveira Nascimento,2
619,Carlos Manuel de Resende Teodoro,15
620,Alexis Ivan Alvarino,14
621,Matheus Barbosa Teixeira,5
622,Bruno Jose de Souza,17
623,Raul Prata,2
624,Geovane Batista de Faria,5
625,Alan Santos da Silva -,12
626,Igor Aquino da Silva,16
627,Wellington Aparecido Martins,5
628,Wagner da Silva Souza,13
629,Igor Inocencio de Oliveira,98
630,Natanael Batista Pimenta,25
631,Marcio Fernandes Figueiredo,TC
632,Eloir Silva Moreira,15
633,Rafael Oliveira Silva,10
634,Vinicius Rodrigues Alves,22
635,Ezequiel Jacinto de Biasi,14
636,Arinze Clinton Udeh,17
637,Leonardo Moreira Morais,2
638,Guilherme Silva Lacerda,6
639,Marcio Fernandes Figueiredo -,TC
640,Paulo Roberto Moccelin -,7
641,Eduardo Vinicius Domachowski,3
642,Rodrigo Silva Nascimento,6
643,Ralf de Souza Teles,8
644,Altemir Cordeiro Pessôa Neto,9
645,Cristiano da Silva Leite,6
646,Alisson Alves Farias,10
647,Gildson Pablo de Oliveira Silva,5
648,Felipe de Figueiredo Ferreira,94
649,Bruno dos Santos Nazario,88
650,Gildson Pablo de Oliveira Silva -,5
651,Jose Rodrigo Andrade Ramos,8
652,Thiago Rodrigues de Oliveira Nogueira,1
653,Paulo de Souza Junior,17
654,Roger de Carvalho,4
655,Pierre Wagner Oliveira dos Santos,5
656,Roger de Carvalho -,4
657,Lucas Ramon Batista Silva,2
658,Thalisson Kelven da Silva,3
659,Jose Sabino Chagas Monteiro,35
660,Carlos Eduardo Santos Oliveira,26
661,Fabio Matheus Ribeiro Lima,47
662,Fabio Pizarro Sanches -,27
663,Diogo Mateus de Almeida Rodrigues Maciel,13
664,Bruno Jose de Souza,17
665,Lucas Cavalcante Silva Afonso,3
666,Eduardo Vinicius Domachowski,3
667,Leonardo da Silva Cruz Duarte,2
668,Jean Cleber Santos da Silva,16
669,Gustavo Eliseo Morinigo Vazquez,TC
670,Ricardo Bueno da Silva,9
671,PFMartin Miguel Paolorosso,
672,Eduardo Jacinto de Biasi,8
673,Lucas Baptista Felix,7
674,Salatiel de Oliveira Gabriel Junior,9
675,Luiz Henrique Araujo Silva,11
676,Osman de Menezes Venancio Junior,10
677,Guilherme Miranda Madruga Gomes,5
678,Bruno Nunes de Barros,2
679,Eduardo Luiz Person,10
680,Joecio Barbosa dos Santos,13
681,Mauricio Silva dos Santos,20
682,Ricardo Ribeiro de Lima,15
683,Aylon Darwin Tavella,11
684,Luiz Gabriel de Oliveira Fonseca,23
685,Marlon Adriano Prezotti,28
686,Cleidson Andrade de Souza Silva,13
687,Luiz Gustavo Almeida Pinto,1
688,Italo Melo Oliveira,70
689,Caique de Jesus Goncalves,5
690,Chayene Medeiros Oliveira Santos,14
691,Richardson Fernandes dos Santos,6
692,Paulo Roberto Valoura Junior,8
693,Hyuri Henrique de Oliveira Costa,19
694,Jean Carlos de Souza Irmer,5
695,Wesley Augusto Henn Marth,3
696,Matheus Henrique Frizzo,10
697,Jose Fernando Viana de Santana,9
698,MDThiago de Souza Rezende,
699,Felipe Garcia dos Prazeres,1
700,Pedro Henrique Vieira Costa,2
701,Bruno Cesar Pereira Silva,5
702,Guilherme Silva Lacerda,6
703,Paulo Cesar Lopes de Gusmao,TC
704,Moises Wolschick,8
705,Franco Rafael Muller,AT
706,Yuri Oliveira Lima,5
707,Gabriel Santana Pinto,10
708,Mozart Santos Batista Junior,TC
709,Guilherme da Trindade Dubas,6
710,Thonny Anderson da Silva Carvalho,10
711,Ramon Vinicius dos Santos,20
712,Felipe de Figueiredo Ferreira,94
713,Pablo Fabricio Siles Morales,25
714,PFAlexandre Rodrigues de Souza,
715,Gianluca Piola Minozzo,80
716,Bruno Vinicius Simão Elesbão,22
717,Pablo Diogo Lopes de Lima,21
718,João Victor Carroll Santana,3
719,Matheus Trindade Gonçalves,18
720,Isaque Elias Brito,29
