id,partidaId,timeId,jogadorId,tempo,minuto,minutoGeral,jogador,time,horarioInt,horarioString
0,0,1,0,2,16:00,61,Luan Dias da Silva,Guarani,1336,22:16
1,0,0,1,2,20:00,65,Geovane da Silva de Souza,Vila Nova,1340,22:20
2,0,0,2,2,27:00,72,Anderson Conceição Benedito,Vila Nova,1347,22:27
3,0,1,3,2,41:00,86,Matheus Bueno Batista,Guarani,1361,22:41
4,0,1,4,2,50:00,95,Heitor Rodrigues da Fonseca,Guarani,1370,22:50
5,1,3,5,1,11:00,11,Bruno Ferreira Melo,Coritiba S.a.f.,1091,18:11
6,1,2,6,1,18:00,18,Ramon Rodrigo de Carvalho,Ponte Preta,1098,18:18
7,1,2,7,1,43:00,43,Wellison Matheus Rodrigues Regis,Ponte Preta,1123,18:43
8,1,2,8,2,32:00,77,Gabriel Novaes Fernandes,Ponte Preta,1172,19:32
9,1,3,9,2,47:00,92,Lucas Ronier Vieira Pires,Coritiba S.a.f.,1187,19:47
10,2,5,10,1,02:00,2,Fabio Augusto Luciano da Silva,America Saf,1142,19:02
11,2,5,11,1,29:00,29,Mateus Henrique Alves Silva,America Saf,1169,19:29
12,2,4,12,1,45:00,45,Matheus Barbosa Teixeira,Botafogo,1185,19:45
13,2,4,13,2,06:00,51,Carlos Paulo Cardoso Gomes Caçote,Botafogo,1206,20:06
14,2,5,14,2,13:00,58,Nicolas Vichiatto da Silva,America Saf,1213,20:13
15,2,4,15,2,42:00,87,Bernardo Schappo,Botafogo,1242,20:42
16,3,7,16,1,07:00,7,Leonardo Augusto dos Santos Pereira,Crb,1147,19:07
17,3,7,17,1,12:00,12,Caio Cesar da Silva Silveira,Crb,1152,19:12
18,3,7,18,2,29:00,74,Matheus Antunes Ribeiro,Crb,1229,20:29
19,3,7,19,2,41:00,86,Facundo Labandeira Castro,Crb,1241,20:41
20,3,7,20,2,45:00,90,Fabio Augusto Schirmann,Crb,1245,20:45
21,4,9,21,1,07:00,7,Bryan Borges Mascarenhas,Paysandu,997,16:37
22,4,9,22,1,25:00,25,Yeferson Agustin Quintana Alonso,Paysandu,1015,16:55
23,4,9,23,2,20:00,65,Helio Cezar Pinto dos Anjos,Paysandu,1070,17:50
24,4,9,24,2,38:00,83,Michel Macedo Rocha Machado,Paysandu,1088,18:08
25,4,8,25,2,50:00,95,Joaquim Henrique Pereira Silva,Santos,1100,18:20
26,4,8,26,2,52:00,97,Tomás Eduardo Rincón Hernández,Santos,1102,18:22
27,5,11,27,1,10:00,10,Jose Walber Mota de Amorim,Ituano,940,15:40
28,5,10,28,2,11:00,56,Thomas Jaguaribe Bedinelli,Chapecoense,1001,16:41
29,5,10,29,2,21:00,66,Mario Sergio Pereira Junior,Chapecoense,1011,16:51
30,6,13,30,1,37:00,37,Alex Roberto Santana Rafael,Mirassol,1297,21:37
31,6,12,31,2,25:00,70,Anderson Indalencio da Rosa,Brusque,1345,22:25
32,6,13,32,2,36:00,81,Wanderson Santos Pereira,Mirassol,1356,22:36
33,6,12,33,2,52:00,97,Diego Barbosa Tavares,Brusque,1372,22:52
34,6,13,34,2,52:00,97,MGAllan Ferreira Munhoz da Silva,Mirassol,1372,22:52
35,6,12,35,2,48:00,93,Mateus Cardoso Francisco,Brusque,1368,22:48
36,6,13,36,2,52:00,97,MDFrancys Karlus Maia Franca,Mirassol,1372,22:52
37,7,15,37,2,41:00,86,Pedro Antonio Pimentel Ferreira,Avaí,1361,22:41
38,7,14,38,2,43:00,88,Emaxwell Souza de Lima,Operário,1363,22:43
39,8,17,39,1,45:00,45,Fabricio Dominguez Huertas,Sport,1065,17:45
40,8,17,40,1,47:00,47,Cristian Jonatan Ortiz,Sport,1067,17:47
41,8,16,41,1,47:00,47,Jorge Andres Roa Jimenez,Amazonas Fc,1067,17:47
42,8,16,42,2,47:00,92,Alexis Ivan Alvarino,Amazonas Fc,1127,18:47
43,8,17,43,2,54:00,99,Jose Roberto Assunçao de Araujo Filho,Sport,1134,18:54
44,9,19,44,1,15:00,15,Messias Rodrigues da Silva Junior,Goiás,1095,18:15
45,9,19,45,1,21:00,21,Wellington Aparecido Martins,Goiás,1101,18:21
46,9,18,46,2,06:00,51,Aylon Darwin Tavella,Ceará,1146,19:06
47,9,19,47,2,26:00,71,Tadeu Antonio Ferreira,Goiás,1166,19:26
48,9,18,48,2,33:00,78,Guilherme Castilho Carvalho,Ceará,1173,19:33
49,9,19,49,2,33:00,78,Breno Herculano Almeida,Goiás,1173,19:33
50,9,19,50,2,48:00,93,Cristiano da Silva Leite,Goiás,1188,19:48
51,10,2,51,1,09:00,9,Luis Fernando Haquin Lopez,Ponte Preta,1119,18:39
52,10,19,52,1,19:00,19,Edson Felipe da Cruz,Goiás,1129,18:49
